,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,jmonkeyengine.csv,mediate.csv,e-bio-flow.csv,tmva.csv,matrex.csv,freedom-erp.csv,jchassis.csv,emono.csv,thedata.csv
array4j.csv,94.5,613.5,99.0,99.0,283.5,98.5,590.5,1737.0,98.5,98.5,194.0,392.0,291.5,98.5,99.0,680.0,2035.5,196.0,2209.0
dxengine.csv,97.5,1130.5,94.5,97.5,384.0,1631.5,392.0,1131.5,499.0,95.5,64.5,391.0,95.5,98.5,1184.5,0.0,2124.0,295.0,1653.5
e-bio-flow.csv,190.0,520.0,97.5,95.5,93.5,98.5,295.5,2289.0,279.0,95.5,342.0,208.5,192.0,193.0,97.5,529.0,0.0,95.5,1075.5
emono.csv,309.0,1879.0,99.0,98.5,93.5,98.5,99.0,1474.5,98.5,98.5,376.0,392.0,289.5,197.5,99.0,484.5,2397.5,295.0,1100.5
freedom-erp.csv,97.5,405.5,91.5,95.5,310.0,176.0,295.0,447.5,259.0,98.5,262.5,0.0,93.5,89.5,182.0,94.5,0.0,20.5,479.5
haggle.csv,190.0,609.5,97.5,73.5,187.0,435.5,393.0,1050.5,98.5,97.5,529.0,208.5,290.5,98.5,97.5,98.5,713.5,94.5,1821.5
jbpm.csv,190.0,317.0,45.0,48.5,148.0,38.0,99.0,146.5,98.5,95.5,101.0,0.0,91.5,0.0,97.5,292.0,0.0,0.0,281.5
jchassis.csv,0.0,0.0,0.0,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.5,0.0,0.0,44.5,0.0,189.5,0.0,0.0
jmoney.csv,97.5,609.5,97.5,95.5,384.0,98.5,590.5,1819.5,98.5,98.5,510.0,95.5,388.0,98.5,86.5,290.0,286.0,196.5,741.0
jmonkeyengine.csv,190.0,1475.0,97.5,92.5,287.5,867.0,99.0,2317.5,98.5,187.0,601.5,194.5,537.0,197.5,250.5,387.5,1855.0,295.0,1756.0
jsidplay2.csv,97.5,62.5,189.0,99.0,187.0,284.5,557.0,909.5,381.5,98.5,194.0,95.5,95.5,89.5,177.0,485.0,301.0,94.5,2242.5
log4net.csv,97.5,704.0,99.0,97.5,185.0,98.5,365.0,643.5,98.5,98.5,158.0,170.0,388.0,97.5,85.5,732.0,0.0,94.5,1331.0
matrex.csv,97.5,216.5,94.5,97.5,190.0,189.0,99.0,711.0,0.0,97.5,108.0,93.5,194.0,73.5,86.5,89.5,69.5,92.5,0.0
mediate.csv,358.0,1879.0,99.0,92.5,92.5,98.5,99.0,2276.0,98.5,97.5,96.5,95.5,388.0,98.5,99.0,383.0,2160.0,95.5,267.5
piccolo2d.csv,97.5,1219.5,99.0,97.5,92.5,98.5,99.0,532.0,210.5,98.5,75.5,172.0,388.0,96.5,196.0,191.0,0.0,95.5,821.5
pustefix.csv,190.0,417.5,97.5,187.0,189.0,98.5,99.0,2693.5,523.5,95.5,194.0,95.5,192.0,98.5,294.5,682.0,1861.0,196.0,1704.5
sblim.csv,94.5,168.0,43.5,87.5,286.5,98.5,84.5,570.0,98.5,94.5,68.5,50.5,82.5,94.5,219.5,562.5,348.5,191.5,950.5
thedata.csv,97.5,1812.0,99.0,99.0,384.0,91.5,99.0,1923.0,1149.0,98.5,96.5,291.5,291.5,197.5,99.0,381.0,1167.0,196.5,174.5
tmva.csv,97.5,1617.5,97.5,99.0,283.5,98.5,99.0,1810.5,97.5,98.5,194.0,392.0,388.0,197.5,99.0,778.5,2552.0,196.0,2505.0
