,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.06,0.53,0.98,0.58,0.16,0.41
bullet.csv,0.46,0.6,0.42,0.98,0.24,0.68
openintents.csv,0.17,1.0,0.42,0.29,0.37,0.41
pokenetonline.csv,0.0,0.61,0.52,0.34,0.07,0.99
tktoolkit.csv,0.47,0.55,0.47,0.83,0.93,0.6
zealos.csv,0.9,0.47,0.38,0.66,0.21,0.76
