,reactos-mirror.csv,flylegacy.csv,etics.csv,bloodycore.csv,gzigzag.csv,blue-c.csv,jguard.csv,flexpay.csv,unbvision.csv,ppcboot.csv,auber.csv,img-browse-sort.csv,qdvdauthor.csv,biodwh.csv,ftm.csv,jcache.csv
auber.csv,0.5,0.41,0.56,0.47,0.56,0.76,0.24,0.52,0.57,0.55,0.99,0.49,0.56,0.45,0.44,0.4
biodwh.csv,0.17,0.61,0.18,0.4,0.12,0.0,0.42,0.04,0.0,0.06,0.59,0.0,0.62,0.72,0.4,0.3
bloodycore.csv,0.48,0.42,0.44,0.93,0.4,0.45,0.51,0.38,0.38,0.61,0.24,0.44,0.51,0.58,0.28,0.31
blue-c.csv,0.49,0.39,0.42,0.35,0.57,1.0,0.6,0.6,0.62,0.5,0.51,0.57,0.36,0.29,0.58,0.33
etics.csv,0.25,0.53,0.93,0.41,0.35,0.35,0.31,0.21,0.37,0.1,0.26,0.35,0.58,0.47,0.38,0.3
flexpay.csv,0.4,0.6,0.17,0.5,0.47,0.0,0.51,0.89,0.3,0.44,0.36,0.39,0.45,0.0,0.54,0.04
flylegacy.csv,0.32,0.98,0.42,0.52,0.66,0.54,0.56,0.53,0.65,0.11,0.32,0.63,0.56,0.58,0.53,0.48
ftm.csv,0.16,0.36,0.43,0.28,0.12,0.27,0.16,0.12,0.47,0.0,0.35,0.1,0.4,0.37,0.95,0.28
gzigzag.csv,0.54,0.28,0.41,0.2,1.0,0.28,0.12,0.41,0.65,0.51,0.12,0.35,0.44,0.52,0.38,0.28
img-browse-sort.csv,0.31,0.23,0.65,0.34,0.45,0.32,0.23,0.48,0.27,0.32,0.26,0.93,0.14,0.38,0.21,0.37
jcache.csv,0.43,0.49,0.69,0.44,0.53,0.12,0.49,0.41,0.49,0.37,0.47,0.56,0.49,0.53,0.0,1.0
jguard.csv,0.09,0.56,0.59,0.58,0.58,0.44,0.94,0.58,0.63,0.27,0.66,0.62,0.19,0.64,0.55,0.48
ppcboot.csv,0.47,0.6,0.7,0.51,0.62,0.57,0.59,0.54,0.53,0.99,0.56,0.68,0.51,0.49,0.57,0.6
qdvdauthor.csv,0.65,0.51,0.48,0.54,0.31,0.53,0.59,0.5,0.42,0.49,0.53,0.64,0.98,0.48,0.52,0.4
reactos-mirror.csv,0.97,0.59,0.5,0.59,0.46,0.35,0.59,0.44,0.73,0.32,0.52,0.64,0.64,0.55,0.58,0.64
unbvision.csv,0.54,0.61,0.41,0.27,0.6,0.53,0.2,0.56,0.92,0.63,0.26,0.18,0.53,0.49,0.49,0.43
