,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,jmonkeyengine.csv,e-bio-flow.csv,tmva.csv,joustsim.csv,reaper3d.csv,jchassis.csv,chaosrts.csv,thedata.csv
array4j.csv,172.0,629.5,99.0,99.0,283.5,98.5,492.0,948.5,278.5,95.5,98.5,1159.5,1053.5,2114.5,99.0,1646.5
chaosrts.csv,190.0,171.0,99.0,68.5,187.0,98.5,590.5,1516.5,860.0,437.5,196.5,851.5,1897.5,569.5,99.0,2219.5
dxengine.csv,97.5,63.0,94.5,89.5,384.0,187.0,81.5,707.0,154.0,167.0,197.5,187.5,1499.5,216.0,82.0,865.0
e-bio-flow.csv,190.0,432.5,79.5,99.0,93.5,98.5,99.0,2434.0,685.0,192.0,193.0,611.0,2027.0,0.0,96.5,1279.5
jbpm.csv,447.5,430.0,4.5,48.5,232.5,21.5,295.0,126.5,244.5,189.5,0.0,488.0,0.0,0.0,98.5,95.0
jchassis.csv,0.0,0.0,0.0,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.5,0.0,0.0
jmoney.csv,97.5,703.0,97.5,98.5,384.0,98.5,590.5,2159.0,771.5,388.0,98.5,1329.5,1576.0,347.5,99.0,1676.5
jmonkeyengine.csv,94.5,1669.0,99.0,244.0,287.5,878.0,99.0,3344.0,424.5,828.5,197.5,1025.0,3592.5,2239.5,98.5,1878.0
joustsim.csv,190.0,798.0,99.0,95.5,384.0,98.5,99.0,1325.0,194.0,194.0,197.5,426.0,4179.0,1459.5,98.5,757.0
jsidplay2.csv,97.5,66.5,188.0,99.0,187.0,98.5,99.0,1441.0,194.0,95.5,97.5,1127.5,1398.0,970.0,99.0,2149.0
log4net.csv,97.5,704.0,99.0,97.5,185.0,98.5,365.0,643.5,158.0,388.0,97.5,978.0,730.5,0.0,99.0,1311.5
piccolo2d.csv,97.5,1147.0,99.0,95.5,92.5,98.5,99.0,871.0,250.5,388.0,98.5,949.0,422.5,0.0,99.0,997.5
reaper3d.csv,97.5,1396.5,99.0,99.0,189.0,921.5,99.0,901.0,378.5,291.5,98.5,410.0,1693.5,370.5,97.5,46.5
sblim.csv,97.5,146.0,411.5,98.5,286.5,98.5,97.5,1133.5,243.5,91.5,197.5,713.5,526.0,616.5,99.0,1294.5
thedata.csv,97.5,1716.0,99.0,99.0,384.0,282.5,99.0,1923.0,194.0,291.5,197.5,952.5,3658.0,1375.5,99.0,174.5
tmva.csv,449.5,1262.5,97.5,99.0,283.5,98.5,99.0,1532.0,194.0,388.0,197.5,1463.5,2173.5,2308.0,99.0,1773.5
