,xbrlapi.csv,vdsf.csv,nuttx.csv,dvt.csv,utgb.csv,ldview.csv,fw4spl.csv,google-web-toolkit.csv,jstock.csv,fulguro.csv
dvt.csv,354.0,99.0,86.5,96.5,80.5,188.0,244.5,376.0,346.0,1516.0
fulguro.csv,197.5,297.0,99.0,690.0,393.0,283.5,3024.5,99.0,1144.5,680.0
fw4spl.csv,172.0,99.0,97.5,558.5,292.0,251.5,910.0,194.0,481.0,578.5
google-web-toolkit.csv,197.5,99.0,98.5,469.5,492.0,188.0,1865.0,99.0,771.5,605.5
jstock.csv,197.5,99.0,98.5,195.0,94.5,188.0,1867.0,99.0,348.0,1278.5
ldview.csv,97.5,99.0,99.0,1339.5,492.0,188.0,4281.0,99.0,602.5,595.5
nuttx.csv,352.5,82.5,99.0,277.5,94.5,188.0,1123.0,98.5,410.5,279.0
utgb.csv,98.5,99.0,98.5,181.0,193.5,256.5,1831.5,99.0,218.5,150.0
vdsf.csv,197.5,198.0,99.0,591.5,492.0,86.5,2636.0,97.5,1414.0,512.0
xbrlapi.csv,98.5,0.0,95.5,183.0,295.5,188.0,838.5,99.0,1053.0,347.0
