,xbrlapi.csv,vdsf.csv,nuttx.csv,dvt.csv,utgb.csv,ldview.csv,fw4spl.csv,google-web-toolkit.csv,jstock.csv,fulguro.csv
dvt.csv,0.34,0.14,0.17,0.53,0.11,0.42,0.04,0.24,0.0,0.13
fulguro.csv,0.64,0.14,0.43,0.33,0.43,0.5,0.16,0.64,0.34,0.29
fw4spl.csv,0.35,0.2,0.36,0.29,0.62,0.31,0.33,0.37,0.22,0.19
google-web-toolkit.csv,0.66,0.14,0.36,0.34,0.59,0.47,0.27,0.7,0.36,0.3
jstock.csv,0.57,0.09,0.34,0.31,0.38,0.49,0.27,0.56,0.73,0.2
ldview.csv,0.55,0.16,0.89,0.36,0.64,0.71,0.23,0.64,0.57,0.26
nuttx.csv,0.24,0.06,0.8,0.1,0.32,0.45,0.28,0.38,0.37,0.1
utgb.csv,0.08,0.18,0.47,0.28,0.77,0.0,0.3,0.28,0.19,0.11
vdsf.csv,0.67,0.26,0.67,0.37,0.67,0.5,0.09,0.62,0.26,0.35
xbrlapi.csv,0.65,0.0,0.07,0.31,0.42,0.27,0.15,0.43,0.37,0.33
