,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.26,0.18,0.64,0.33
n2cms.csv,0.28,0.48,0.75,0.67
nassp.csv,0.11,0.17,0.31,0.22
nug.csv,0.92,0.33,0.25,0.72
