,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.0,2.0,23.0,62.0,2.0,1.0,1.0,3.0,0.0,10.0,0.0,0.0
archive-crawler.csv,0.0,0.0,5.0,12.0,5.0,0.0,3.0,10.0,0.0,1.0,2.0,0.0
blue-c.csv,1.0,2.0,36.0,62.0,7.0,0.0,0.0,2.0,0.0,9.0,0.0,29.0
dynalloy.csv,2.0,2.0,36.0,1.0,9.0,2.0,0.0,3.0,0.0,8.0,2.0,33.0
jcae.csv,0.0,3.0,2.0,15.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0
kmatplot.csv,0.0,3.0,24.0,0.0,78.0,0.0,2.0,4.0,0.0,2.0,1.0,31.0
mscore.csv,0.0,2.0,46.0,22.0,3.0,0.0,0.0,2.0,0.0,6.0,0.0,18.0
nosleepsoftware.csv,0.0,142.0,87.0,7.0,78.0,0.0,0.0,4.0,2.0,0.0,50.0,0.0
openmalaria.csv,5.0,0.0,42.0,18.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,11.0
popeye-chess.csv,0.0,0.0,26.0,9.0,2.0,1.0,0.0,5.0,0.0,1.0,2.0,4.0
riff-evolve.csv,0.0,0.0,26.0,62.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0
virtuoso.csv,0.0,2.0,48.0,1.0,0.0,2.0,3.0,3.0,0.0,8.0,0.0,1.0
