,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,carabiner.csv,free-evolution.csv,jfreechart.csv
anaxagora.csv,0.04,0.41,0.01,0.1,1.0,0.08,0.25,0.83,0.15,0.03,0.41,0.08,0.07,0.7,0.37,0.27,0.31,0.38,0.33,0.0
blogentis.csv,0.03,0.35,0.01,0.14,0.77,0.1,0.44,0.79,0.03,0.05,0.35,0.05,0.03,0.86,0.31,0.27,0.21,0.44,0.21,0.0
carabiner.csv,0.04,0.36,0.01,0.1,0.96,0.04,0.29,0.86,0.03,0.03,0.34,0.06,0.08,0.67,0.4,0.19,0.14,0.46,0.27,0.02
continuum-ide.csv,0.0,0.41,0.01,0.11,0.57,0.09,0.69,0.79,0.0,0.25,0.46,0.14,0.03,0.79,0.57,0.31,0.33,0.5,0.19,0.02
emulemorph.csv,0.0,0.33,0.01,0.21,0.93,0.05,0.4,0.0,0.09,0.0,0.73,0.17,0.12,0.83,0.38,0.12,0.15,0.11,0.32,0.0
free-evolution.csv,0.07,0.36,0.01,0.12,0.96,0.11,0.3,0.8,0.12,0.02,0.44,0.19,0.08,0.7,0.3,0.23,0.18,0.41,0.36,0.01
gtad.csv,0.13,0.44,0.01,0.21,1.0,0.18,0.29,1.0,0.12,0.04,0.63,0.4,0.1,1.0,0.32,0.37,0.18,0.5,0.38,0.0
htmlunit.csv,0.05,0.35,0.01,0.14,1.0,0.1,0.24,1.0,0.13,0.02,0.53,0.25,0.08,0.91,0.33,0.28,0.17,0.35,0.33,0.0
jaxen.csv,0.03,0.35,0.01,0.14,0.8,0.08,0.26,0.81,0.23,0.02,0.39,0.36,0.04,0.62,0.27,0.25,0.17,0.27,0.26,0.0
jsr308-langtools.csv,0.03,0.4,0.0,0.0,0.82,0.06,0.26,0.84,0.1,0.02,0.0,0.06,0.0,0.96,0.3,0.22,0.17,0.3,0.24,0.0
jvcl.csv,0.07,0.57,1.0,0.22,1.0,0.14,0.32,1.0,0.2,0.0,0.57,0.1,0.08,0.5,0.41,0.25,0.25,0.24,0.64,0.0
kaffeine.csv,0.03,0.46,0.01,0.1,0.98,0.1,0.33,0.83,0.02,0.04,0.4,0.08,0.05,0.6,0.32,0.31,0.25,0.35,0.26,0.02
m-m-m.csv,0.05,0.35,0.01,0.08,0.81,0.07,0.23,0.91,0.1,0.02,0.28,0.06,0.02,0.55,0.3,0.24,0.15,0.31,0.27,0.02
motu.csv,0.04,0.39,0.01,0.11,0.77,0.06,0.25,0.8,0.05,0.0,0.32,0.06,0.07,0.6,0.31,0.4,0.18,0.43,0.27,0.01
nh3d.csv,0.03,0.41,0.67,0.0,0.82,0.06,0.26,0.84,0.11,0.02,0.5,0.06,0.0,0.58,0.3,0.22,0.16,0.3,0.24,0.01
sarasvati.csv,0.04,0.42,0.02,0.04,1.0,0.16,0.18,0.85,0.03,0.06,0.32,0.05,0.0,0.69,0.38,0.26,0.26,0.42,0.38,0.04
taokgame.csv,0.06,0.5,0.0,0.11,1.0,0.02,0.28,1.0,0.56,0.0,0.42,0.11,0.08,0.58,0.29,0.0,0.12,0.32,0.6,0.0
wgs-assembler.csv,0.1,0.48,0.01,0.09,1.0,0.1,0.29,1.0,0.19,0.02,0.57,0.15,0.06,0.85,0.38,0.29,0.2,0.55,0.32,0.03
