,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.89,0.79,0.8,0.87,0.83,0.35
ingex.csv,0.74,0.69,0.66,0.69,0.54,0.64
jgnash.csv,0.56,0.43,0.61,0.74,0.54,0.62
mp-rechnungs-und-kundenverwaltung.csv,0.66,0.69,0.75,0.5,0.51,0.64
openefm.csv,0.38,0.69,0.79,0.76,0.68,0.69
yarp0.csv,0.66,0.81,0.34,0.77,0.59,0.64
