,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,kmess.csv,rocrail.csv
kmess.csv,0.89,0.88,0.67,0.75,0.44,0.41
minig.csv,0.36,0.49,0.45,0.43,0.54,0.8
ossbuild.csv,0.85,0.54,0.6,0.99,0.53,0.45
rezilla.csv,0.58,0.83,0.93,0.59,0.42,0.44
rocrail.csv,0.8,0.36,0.39,0.37,0.43,0.38
webdriver.csv,0.9,0.5,0.51,0.0,0.43,0.47
