,google-collections.csv,forester-atv.csv,mediate.csv,st-filteredstatistics.csv,projectfactory.csv,geotools.csv,l2j.csv,thedata.csv
forester-atv.csv,0.67,0.4,0.83,0.83,0.8,0.7,0.85,0.0
geotools.csv,0.34,0.27,0.33,0.31,0.39,0.46,0.53,0.38
google-collections.csv,0.35,0.35,0.32,0.29,0.38,0.41,0.39,0.36
l2j.csv,0.41,0.31,0.32,0.53,0.48,0.5,0.47,0.5
mediate.csv,0.69,0.38,0.43,0.46,0.89,0.58,0.5,0.75
projectfactory.csv,0.69,0.34,0.33,0.28,0.59,0.39,0.45,0.64
st-filteredstatistics.csv,0.64,0.41,0.32,0.32,0.37,0.39,0.5,0.33
thedata.csv,0.61,0.51,0.43,0.32,0.42,0.56,0.48,0.9
