,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,0.0,96.0,62.0,1.0
repositorium.csv,9.0,0.0,3.0,0.0
simplewebservices.csv,6.0,20.0,7.0,0.0
xbg.csv,1.0,96.0,0.0,0.0
