,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.39,0.59,0.75,0.98,0.67,0.13,0.15,0.33,0.27,0.51
flylegacy.csv,0.54,0.26,0.99,0.33,0.74,0.11,0.33,0.59,0.42,0.55
jguard.csv,0.49,0.71,0.75,0.23,0.61,1.0,0.33,0.71,0.49,0.32
m-a-d-n-e-s-s.csv,0.5,0.5,0.72,0.23,0.54,0.34,0.2,0.44,0.98,0.22
mob-sen-plat.csv,0.44,0.98,0.66,0.15,0.47,0.5,0.29,0.72,0.36,0.37
raygina.csv,0.96,0.06,0.58,0.34,0.38,0.15,0.06,0.58,0.4,0.13
st-filteredstatistics.csv,0.64,0.53,0.46,0.25,0.49,0.43,0.29,1.0,0.43,0.4
upp-mirror.csv,0.49,0.15,0.67,0.31,0.98,0.27,0.3,0.38,0.4,0.48
wishmaster.csv,0.13,0.26,0.48,0.2,0.35,0.27,0.96,0.44,0.16,0.13
yarp.csv,0.47,0.21,0.24,0.26,0.16,0.17,0.15,0.28,0.42,0.98
