,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.49,0.6,0.64,0.0,0.73,0.25,0.36,0.54,0.43,0.79
flylegacy.csv,0.74,0.4,0.0,0.45,0.66,0.09,0.84,0.46,0.53,0.53
jguard.csv,0.7,0.35,0.68,0.65,0.54,0.0,0.67,0.62,0.57,0.18
m-a-d-n-e-s-s.csv,0.12,0.15,0.64,0.3,0.17,0.68,0.36,0.23,0.0,0.18
mob-sen-plat.csv,0.65,0.0,0.68,0.54,0.51,0.59,0.44,0.69,0.63,0.26
raygina.csv,0.0,0.05,0.27,0.24,0.12,0.12,0.3,0.23,0.18,0.11
st-filteredstatistics.csv,0.51,0.15,0.45,0.7,0.39,0.45,0.64,0.0,0.37,0.5
upp-mirror.csv,0.28,0.15,0.36,0.23,0.05,0.14,0.52,0.0,0.45,0.5
wishmaster.csv,0.07,0.0,0.27,0.29,0.17,0.25,0.0,0.54,0.37,0.08
yarp.csv,0.02,0.05,0.14,0.13,0.12,0.23,0.16,0.31,0.15,0.0
