,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.45,0.53,0.61,0.97,0.54,0.12,0.24,0.26,0.35,0.5
flylegacy.csv,0.58,0.21,0.98,0.66,0.64,0.09,0.47,0.5,0.57,0.62
jguard.csv,0.56,0.67,0.59,0.52,0.56,1.0,0.62,0.58,0.66,0.28
m-a-d-n-e-s-s.csv,0.45,0.41,0.58,0.38,0.46,0.43,0.33,0.35,0.97,0.19
mob-sen-plat.csv,0.52,0.98,0.51,0.35,0.42,0.61,0.51,0.55,0.51,0.36
raygina.csv,0.93,0.04,0.48,0.51,0.29,0.12,0.09,0.48,0.41,0.1
st-filteredstatistics.csv,0.76,0.44,0.38,0.55,0.44,0.51,0.55,1.0,0.54,0.45
upp-mirror.csv,0.51,0.11,0.58,0.45,0.97,0.24,0.55,0.27,0.53,0.55
wishmaster.csv,0.1,0.18,0.39,0.33,0.27,0.27,0.94,0.35,0.19,0.1
yarp.csv,0.37,0.15,0.17,0.3,0.11,0.16,0.17,0.21,0.41,0.97
