,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.85,0.73,0.0,0.53,0.27,1.0,0.33,0.21,0.15,0.68,0.78,0.46,0.46,0.91,0.31,0.77,0.44,0.45,0.51
auber.csv,0.98,0.6,1.0,0.93,0.77,1.0,0.75,0.29,0.85,0.76,0.58,0.66,0.79,0.48,0.88,0.88,0.31,0.64,0.69
cortex-vfx.csv,0.73,0.38,0.0,0.53,0.4,0.83,0.17,0.21,0.26,0.56,0.25,0.46,0.54,0.56,0.28,0.73,0.14,0.43,0.49
empserver.csv,0.78,0.9,1.0,0.8,0.33,1.0,0.64,0.36,0.23,0.72,0.73,0.37,0.66,0.83,0.14,0.96,0.22,0.62,0.59
flylegacy.csv,0.64,0.63,0.0,0.8,0.3,0.83,0.06,0.64,0.56,0.92,0.58,0.57,0.63,0.45,0.64,1.0,0.72,0.26,0.12
galaxium.csv,0.77,0.79,0.0,0.73,0.37,1.0,0.22,0.5,0.64,0.64,0.83,0.74,0.46,0.73,0.52,0.69,0.33,0.43,0.41
growl-for-windows.csv,0.0,0.0,0.0,0.87,0.0,0.0,0.08,0.86,0.87,0.28,0.0,0.4,0.19,0.01,0.84,0.23,0.69,0.43,0.18
k3d.csv,0.2,0.19,1.0,0.47,0.8,0.0,0.89,0.57,0.08,0.2,0.0,0.37,0.37,0.09,0.09,0.27,0.03,0.14,0.71
libarchive.csv,0.89,0.83,1.0,0.87,0.87,1.0,0.61,0.86,1.0,0.72,0.92,0.94,0.78,0.82,0.98,0.65,0.94,0.67,0.63
linux-ntfs.csv,0.69,0.68,1.0,0.87,0.4,0.17,0.31,0.64,0.85,0.76,0.9,0.57,0.61,0.21,0.66,0.77,0.58,0.64,0.55
m-a-d-n-e-s-s.csv,0.62,0.4,0.0,0.33,0.2,0.67,0.56,0.0,0.1,0.72,0.46,0.29,0.25,0.26,0.16,0.5,0.14,0.14,0.73
novembre.csv,0.55,0.24,0.0,0.73,0.07,1.0,0.56,0.0,0.13,0.12,0.68,0.14,0.1,0.04,0.03,0.31,0.06,0.17,0.73
qtwin.csv,0.06,0.1,0.0,0.13,0.23,1.0,0.0,0.07,0.13,0.12,0.14,0.03,0.3,0.74,0.12,0.35,0.06,0.02,0.0
st-filteredstatistics.csv,0.97,0.87,1.0,1.0,0.3,0.83,0.92,1.0,0.79,0.96,0.92,0.86,0.52,0.96,0.83,0.96,0.94,0.55,0.94
tweetsharp.csv,0.34,0.1,0.0,0.33,0.4,0.17,0.11,0.79,0.82,0.32,0.24,0.37,0.46,0.38,0.67,0.12,0.61,0.74,0.14
unladen-swallow.csv,0.44,0.33,0.0,0.53,0.3,0.5,0.39,0.43,0.56,0.32,0.46,0.46,0.15,0.43,0.17,0.08,0.36,0.26,0.41
wishmaster.csv,0.29,0.49,1.0,0.33,0.1,0.83,0.25,0.79,0.1,0.52,0.62,0.57,0.18,0.36,0.45,0.15,0.5,0.05,0.14
