,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,49.0,0.0,490.0,1.0,5.0,389.0,0.0,3.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
auber.csv,3.0,0.0,376.0,2.0,0.0,1942.0,1.0,22.0,0.0,4.0,5.0,1.0,1.0,19.0,1.0,0.0,3.0,0.0,3.0
cortex-vfx.csv,25.0,0.0,490.0,1.0,3.0,328.0,0.0,0.0,1.0,2.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
empserver.csv,2.0,0.0,366.0,1.0,15.0,456.0,0.0,0.0,0.0,6.0,8.0,5.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0
flylegacy.csv,1.0,0.0,490.0,5.0,11.0,434.0,1.0,6.0,0.0,4.0,32.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
galaxium.csv,12.0,1.0,490.0,0.0,5.0,291.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,1.0,1.0,1.0,0.0
growl-for-windows.csv,2958.0,84.0,490.0,3.0,205.0,2488.0,0.0,3.0,0.0,0.0,367.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0
k3d.csv,1.0,1.0,4.0,7.0,5.0,2488.0,1.0,5.0,1.0,10.0,367.0,10.0,4.0,1.0,0.0,1.0,0.0,0.0,3.0
libarchive.csv,1.0,2.0,283.0,3.0,34.0,901.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0
linux-ntfs.csv,22.0,1.0,246.0,2.0,22.0,8.0,0.0,11.0,2.0,3.0,21.0,9.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0
m-a-d-n-e-s-s.csv,10.0,0.0,490.0,2.0,7.0,38.0,0.0,74.0,0.0,3.0,5.0,5.0,1.0,3.0,0.0,2.0,3.0,0.0,2.0
novembre.csv,26.0,0.0,490.0,2.0,6.0,214.0,4.0,74.0,2.0,0.0,11.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0
qtwin.csv,7.0,1.0,490.0,0.0,0.0,29.0,68.0,1.0,2.0,0.0,3.0,1.0,0.0,11.0,0.0,3.0,1.0,2.0,116.0
st-filteredstatistics.csv,0.0,1.0,362.0,6.0,26.0,1177.0,1.0,16.0,0.0,3.0,4.0,5.0,1.0,12.0,0.0,0.0,0.0,1.0,7.0
tweetsharp.csv,2.0,0.0,490.0,6.0,28.0,1681.0,0.0,14.0,0.0,0.0,3.0,5.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0
unladen-swallow.csv,3.0,0.0,490.0,6.0,2.0,445.0,4.0,6.0,0.0,1.0,18.0,3.0,0.0,4.0,0.0,0.0,1.0,1.0,4.0
wishmaster.csv,38.0,2.0,41.0,5.0,7.0,405.0,2.0,0.0,2.0,2.0,4.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0
