,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.4,0.36,0.62,0.56,0.72,0.56,0.67,0.5,0.86,0.45,0.41,0.73,0.53,0.39,0.56,0.35,0.78,0.43,0.57
auber.csv,0.49,0.47,0.34,0.37,0.39,0.47,0.44,0.46,0.28,0.48,0.49,0.42,0.48,0.66,0.33,0.42,0.5,0.4,0.53
cortex-vfx.csv,0.46,0.65,0.68,0.5,0.8,0.64,0.89,0.79,0.75,0.55,0.93,0.76,0.55,0.65,0.62,0.37,0.83,0.48,0.64
empserver.csv,0.45,0.33,0.35,0.43,0.62,0.57,0.55,0.47,0.73,0.41,0.44,0.68,0.43,0.43,0.88,0.37,0.7,0.38,0.5
flylegacy.csv,0.54,0.44,0.37,0.42,0.76,0.73,0.67,0.4,0.48,0.44,0.53,0.5,0.48,0.65,0.45,0.4,0.61,0.65,0.83
galaxium.csv,0.38,0.31,0.41,0.35,0.49,0.48,0.75,0.39,0.38,0.45,0.38,0.56,0.45,0.42,0.4,0.32,0.53,0.42,0.57
growl-for-windows.csv,0.0,0.0,0.0,0.32,0.0,0.0,0.75,0.35,0.36,0.88,0.0,0.75,0.71,0.0,0.35,0.73,0.67,0.4,0.89
k3d.csv,0.91,0.94,0.88,0.48,0.8,1.0,0.39,0.47,0.89,0.88,0.5,0.7,0.78,0.96,0.8,0.55,0.67,0.88,0.51
libarchive.csv,0.44,0.31,0.34,0.32,0.35,0.44,0.33,0.35,0.29,0.34,0.41,0.35,0.39,0.41,0.32,0.33,0.45,0.31,0.45
linux-ntfs.csv,0.48,0.43,0.38,0.38,0.46,0.99,0.57,0.42,0.27,0.43,0.43,0.48,0.54,0.97,0.36,0.44,0.36,0.38,0.48
m-a-d-n-e-s-s.csv,0.48,0.58,0.46,0.73,0.93,0.89,0.42,0.0,0.75,0.5,0.68,0.9,0.82,0.98,0.89,0.5,0.78,0.8,0.48
novembre.csv,0.54,0.83,0.98,0.53,0.94,0.75,0.45,0.0,0.86,0.83,0.47,0.89,0.88,0.88,0.5,0.67,0.5,0.86,0.46
qtwin.csv,0.99,0.88,0.95,0.5,0.95,1.0,0.0,0.8,0.86,0.75,0.98,0.86,0.75,0.46,0.86,0.53,0.67,0.67,0.0
st-filteredstatistics.csv,0.47,0.35,0.34,0.35,0.46,0.54,0.43,0.38,0.31,0.39,0.43,0.4,0.54,0.44,0.37,0.39,0.43,0.39,0.41
tweetsharp.csv,0.75,0.83,0.9,0.68,0.9,0.62,0.86,0.41,0.35,0.66,0.81,0.6,0.6,0.69,0.45,0.91,0.65,0.51,0.95
unladen-swallow.csv,0.56,0.56,0.94,0.38,0.56,0.54,0.34,0.4,0.38,0.52,0.51,0.51,0.75,0.49,0.8,0.5,0.45,0.5,0.52
wishmaster.csv,0.77,0.43,0.77,0.48,0.6,0.57,0.5,0.54,0.88,0.62,0.48,0.53,0.74,0.54,0.58,0.75,0.38,0.8,0.89
