,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.48,0.44,1.0,0.68,0.42,0.6,0.64,0.45,0.43,0.59,0.69,0.57
dsworkbench.csv,1.0,0.2,0.06,0.28,0.12,0.22,0.41,0.12,0.3,0.0,0.42,0.38
gogoego.csv,0.34,0.94,0.06,0.28,0.29,0.22,0.65,0.35,0.5,0.35,0.32,0.0
jpaul.csv,0.35,0.24,0.22,0.95,0.34,0.07,0.36,0.0,0.53,0.18,0.04,0.06
loki-lib.csv,0.52,0.63,0.31,0.8,0.24,0.62,0.65,0.23,0.68,0.55,0.98,0.0
motu.csv,0.35,0.4,0.12,0.63,0.12,0.29,1.0,0.12,0.54,0.24,0.17,0.14
mp-rechnungs-und-kundenverwaltung.csv,0.5,0.41,0.2,0.4,0.12,0.41,0.27,0.0,0.97,0.44,0.41,0.38
rtrt-on-gpu.csv,0.55,0.44,0.3,0.27,0.29,0.35,0.46,1.0,0.47,0.61,0.49,0.5
scenemonitor.csv,0.48,0.55,0.46,0.66,0.99,0.65,0.57,0.57,0.58,0.67,0.53,0.65
xstore.csv,0.5,0.6,0.24,0.45,0.4,0.64,0.85,0.35,0.54,0.96,0.67,0.47
yarp0.csv,0.36,0.42,0.51,0.07,0.29,0.95,0.26,0.59,0.59,0.34,0.49,0.42
zemljanka.csv,0.4,0.34,0.0,0.34,0.0,0.67,0.42,0.17,0.37,0.4,0.45,1.0
