,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.78,0.84,1.0,0.82,0.7,0.69,0.77,0.5,0.89,0.67,0.86,0.57
dsworkbench.csv,1.0,0.17,0.05,0.24,0.1,0.19,0.38,0.1,0.26,0.0,0.38,0.34
gogoego.csv,0.3,0.93,0.05,0.24,0.25,0.19,0.69,0.3,0.47,0.3,0.28,1.0
jpaul.csv,0.32,0.2,0.19,0.94,0.3,0.06,0.31,0.0,0.49,0.15,0.03,0.05
loki-lib.csv,0.58,0.66,0.27,0.88,0.2,0.81,0.92,0.2,0.77,0.59,0.97,0.9
motu.csv,0.3,0.35,0.1,0.59,0.1,0.25,1.0,0.1,0.51,0.2,0.14,0.12
mp-rechnungs-und-kundenverwaltung.csv,0.46,0.37,0.17,0.35,0.1,0.38,0.23,0.0,0.96,0.39,0.72,0.96
rtrt-on-gpu.csv,0.56,0.41,0.27,0.24,0.25,0.31,0.46,1.0,0.45,0.59,0.48,0.46
scenemonitor.csv,0.44,0.65,0.47,0.82,1.0,0.69,0.69,0.7,0.87,0.72,0.52,0.64
xstore.csv,0.48,0.6,0.2,0.41,0.35,0.62,0.92,0.3,0.53,0.96,0.72,0.44
yarp0.csv,0.32,0.39,0.5,0.06,0.25,0.94,0.23,0.8,0.62,0.3,0.45,0.38
zemljanka.csv,0.98,0.86,0.98,0.88,0.95,0.81,0.92,1.0,0.91,0.96,0.41,1.0
