,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.81,0.85,0.0,0.59,0.84,0.61,0.61,0.67,0.86,0.61,0.61,0.44
dsworkbench.csv,0.0,0.19,0.07,0.2,0.03,0.21,0.41,0.29,0.15,0.07,0.24,0.33
gogoego.csv,0.31,0.01,0.0,0.05,0.12,0.21,0.46,0.08,0.33,0.12,0.33,1.0
jpaul.csv,0.38,0.19,0.21,0.0,0.16,0.08,0.15,0.0,0.25,0.27,0.0,0.11
loki-lib.csv,0.62,0.46,0.29,0.41,0.16,0.68,0.7,0.46,0.54,0.56,0.0,1.0
motu.csv,0.12,0.18,0.07,0.17,0.0,0.08,0.02,0.02,0.33,0.07,0.0,0.22
mp-rechnungs-und-kundenverwaltung.csv,0.19,0.26,0.14,0.1,0.03,0.42,0.13,0.19,0.01,0.15,0.85,0.89
rtrt-on-gpu.csv,0.5,0.36,0.43,0.34,0.09,0.29,0.52,0.02,0.4,0.32,0.46,0.22
scenemonitor.csv,0.19,0.66,0.57,0.63,0.03,0.47,0.67,0.67,0.75,0.49,0.41,0.33
xstore.csv,0.38,0.42,0.14,0.22,0.16,0.29,0.35,0.08,0.39,0.02,0.48,0.33
yarp0.csv,0.31,0.34,0.43,0.46,0.16,0.0,0.41,0.71,0.5,0.24,0.26,0.33
zemljanka.csv,0.88,0.9,1.0,0.9,1.0,0.61,0.87,0.96,0.89,0.88,0.3,0.0
