,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.84,0.86,0.0,0.61,0.9,0.68,0.65,0.83,0.87,0.69,0.62,0.62
dsworkbench.csv,0.0,0.85,0.95,0.79,0.9,0.84,0.74,0.95,0.76,1.0,0.67,0.74
gogoego.csv,0.77,0.07,0.95,0.77,0.76,0.84,0.55,0.7,0.63,0.71,0.79,1.0
jpaul.csv,0.78,0.82,0.83,0.06,0.72,0.94,0.71,1.0,0.57,0.89,0.97,0.95
loki-lib.csv,0.75,0.57,0.78,0.43,0.82,0.71,0.7,0.92,0.59,0.7,0.03,1.01
motu.csv,0.71,0.67,0.91,0.45,0.9,0.75,0.02,0.9,0.59,0.81,0.86,0.9
mp-rechnungs-und-kundenverwaltung.csv,0.57,0.68,0.84,0.65,0.9,0.75,0.78,1.02,0.04,0.63,0.89,0.89
rtrt-on-gpu.csv,0.67,0.69,0.84,0.84,0.76,0.75,0.75,0.02,0.68,0.52,0.69,0.59
scenemonitor.csv,0.59,0.75,0.78,0.66,0.03,0.57,0.74,0.73,0.77,0.56,0.64,0.49
xstore.csv,0.64,0.57,0.81,0.63,0.67,0.47,0.36,0.7,0.61,0.05,0.55,0.66
yarp0.csv,0.75,0.7,0.66,1.05,0.77,0.06,0.87,0.74,0.63,0.74,0.61,0.7
zemljanka.csv,0.88,0.91,1.0,0.91,1.0,0.63,0.87,0.96,0.9,0.88,0.66,0.0
