,nh3d.csv,jvcl.csv,opentibia.csv,jmri.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,magicwars.csv,bochs.csv,haphazard.csv,ipfire-wall.csv,m-a-d-n-e-s-s.csv,all-plasm.csv,galaxium.csv,smartgwt.csv,tweetsharp.csv,gisgraphy.csv
all-plasm.csv,0.89,0.47,0.38,0.56,0.1,0.6,0.38,0.43,0.62,0.27,0.5,0.24,0.75,0.27,0.23,0.64,0.58
blogentis.csv,0.63,0.52,0.27,0.44,0.0,0.21,0.75,0.39,0.26,0.52,0.43,0.35,0.42,0.63,0.19,0.25,0.49
bochs.csv,0.05,0.29,0.77,0.6,0.79,0.7,0.56,0.05,0.74,0.55,0.0,0.5,0.52,0.66,0.55,0.0,0.72
galaxium.csv,0.26,0.72,0.39,0.44,0.34,0.32,0.42,0.33,0.38,0.59,0.59,0.56,0.54,0.78,0.63,0.34,0.55
gisgraphy.csv,0.0,0.48,0.47,0.41,0.37,0.65,0.47,0.13,0.4,0.1,0.35,0.19,0.28,0.41,0.12,0.6,0.74
haphazard.csv,0.0,0.33,0.5,0.52,0.31,0.47,0.29,0.37,0.31,0.56,0.13,0.33,0.26,0.33,0.31,0.31,0.48
ipfire-wall.csv,0.7,0.0,0.41,0.38,0.26,0.11,0.55,0.23,0.41,0.53,0.86,0.57,0.51,0.17,0.52,0.49,0.34
jmri.csv,0.29,0.45,0.29,0.62,0.22,0.62,0.47,0.45,0.37,0.41,0.45,0.4,0.37,0.27,0.33,0.54,0.61
jvcl.csv,0.56,0.64,0.27,0.49,0.24,0.11,0.58,0.34,0.44,0.18,0.43,0.41,0.47,0.13,0.64,0.43,0.31
kaffeine.csv,0.28,0.09,0.71,0.61,0.89,0.68,0.63,0.59,0.55,0.57,0.21,0.55,0.24,0.77,0.83,0.26,0.56
m-a-d-n-e-s-s.csv,0.09,0.54,0.09,0.27,0.12,0.31,0.56,0.24,0.1,0.42,0.38,0.74,0.41,0.27,0.62,0.17,0.11
magicwars.csv,0.0,0.41,0.0,0.27,0.0,0.33,0.13,0.68,0.0,0.17,0.0,0.0,0.0,0.46,0.81,0.0,0.34
nh3d.csv,1.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.09,0.0,0.0,0.05,0.0,0.0
opentibia.csv,0.69,0.14,0.8,0.45,0.38,0.71,0.33,0.55,0.41,0.43,0.37,0.19,0.41,0.43,0.21,0.64,0.63
sarasvati.csv,0.51,0.35,0.47,0.41,0.19,0.72,0.36,0.42,0.35,0.5,0.61,0.41,0.41,0.73,0.73,0.35,0.51
smartgwt.csv,0.0,0.35,0.51,0.52,0.66,0.38,0.45,0.43,0.5,0.48,0.63,0.62,0.5,0.47,0.75,0.51,0.59
tweetsharp.csv,0.29,0.29,0.57,0.55,0.31,0.56,0.35,0.13,0.58,0.34,0.43,0.43,0.52,0.42,0.24,0.78,0.65
