,nh3d.csv,jvcl.csv,opentibia.csv,jmri.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,magicwars.csv,bochs.csv,haphazard.csv,ipfire-wall.csv,m-a-d-n-e-s-s.csv,all-plasm.csv,galaxium.csv,smartgwt.csv,tweetsharp.csv,gisgraphy.csv
all-plasm.csv,0.37,0.39,0.0,0.39,0.09,0.53,0.62,0.84,0.31,0.29,0.51,0.13,0.27,0.24,0.63,0.27,0.27
blogentis.csv,0.62,0.35,0.92,0.39,1.0,0.25,0.26,0.06,0.93,0.56,0.78,0.68,0.73,0.61,0.01,0.93,0.56
bochs.csv,0.99,0.92,0.42,0.39,0.09,0.63,0.36,0.99,0.37,0.4,1.0,0.82,0.47,0.66,0.49,1.0,0.33
galaxium.csv,0.66,0.5,0.17,0.3,0.09,0.04,0.22,0.03,0.16,0.52,0.24,0.2,0.73,0.16,0.07,0.47,0.58
gisgraphy.csv,0.05,0.27,0.17,0.17,0.18,0.28,0.14,0.97,0.32,0.04,0.81,0.23,0.13,0.28,0.26,0.4,0.21
haphazard.csv,1.0,0.91,0.67,0.57,0.91,0.42,0.12,0.18,0.45,0.33,0.41,0.9,0.9,0.85,0.18,0.53,0.58
ipfire-wall.csv,0.45,0.0,0.17,0.24,0.0,0.13,0.77,0.04,0.41,0.67,0.24,0.37,0.53,0.13,0.28,0.27,0.79
jmri.csv,0.03,0.85,0.08,0.32,0.0,0.45,0.83,0.82,0.12,0.4,0.84,0.2,0.33,0.23,0.74,0.2,0.27
jvcl.csv,0.0,0.24,0.08,0.19,0.0,0.09,0.42,0.23,0.12,0.29,0.22,0.17,0.3,0.06,0.44,0.07,0.27
kaffeine.csv,0.5,0.98,0.5,0.48,0.09,0.46,0.65,0.68,0.37,0.75,0.95,0.78,0.93,0.39,0.38,0.93,0.73
m-a-d-n-e-s-s.csv,0.98,0.53,0.08,0.13,0.0,0.12,0.32,0.03,0.02,0.33,0.08,0.17,0.37,0.1,0.16,0.13,0.17
magicwars.csv,1.0,0.88,1.0,0.93,1.0,0.91,0.97,0.07,1.0,0.96,1.0,1.0,1.0,0.85,0.4,1.0,0.9
nh3d.csv,0.01,0.0,1.0,0.14,1.0,1.0,1.0,1.0,0.51,1.0,1.0,0.98,1.0,1.0,0.99,1.0,1.0
opentibia.csv,0.49,0.3,0.25,0.34,0.0,0.53,0.17,0.7,0.45,0.19,0.89,0.42,0.43,0.36,0.23,0.47,0.42
sarasvati.csv,0.46,0.74,0.25,0.45,0.0,0.3,0.45,0.17,0.1,0.6,0.38,0.1,0.4,0.45,0.29,0.2,0.46
smartgwt.csv,0.16,0.16,0.25,0.58,0.27,0.47,0.32,0.7,0.34,0.44,0.68,0.72,0.57,0.48,0.24,0.8,0.67
tweetsharp.csv,0.01,0.13,0.33,0.68,0.09,0.75,0.57,0.97,0.35,0.46,0.73,0.37,0.27,0.45,0.67,0.27,0.46
