,nh3d.csv,jvcl.csv,opentibia.csv,jmri.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,magicwars.csv,bochs.csv,haphazard.csv,ipfire-wall.csv,m-a-d-n-e-s-s.csv,all-plasm.csv,galaxium.csv,smartgwt.csv,tweetsharp.csv,gisgraphy.csv
all-plasm.csv,0.37,0.69,0.67,0.6,0.92,0.64,0.88,0.88,0.5,0.82,0.72,0.81,0.36,0.81,1.01,0.47,0.53
blogentis.csv,0.67,0.61,0.96,0.71,1.02,0.85,0.36,0.66,0.95,0.72,0.9,0.94,0.9,0.66,0.84,0.97,0.75
bochs.csv,0.99,0.93,0.45,0.56,0.26,0.64,0.58,1.02,0.43,0.61,1.0,0.83,0.67,0.67,0.66,1.0,0.43
galaxium.csv,1.0,0.53,0.68,0.67,0.72,0.73,0.66,0.72,0.69,0.65,0.51,0.52,0.79,0.28,0.42,0.83,0.71
gisgraphy.csv,1.0,0.62,0.6,0.66,0.7,0.46,0.6,0.98,0.71,0.92,0.98,0.87,0.77,0.69,0.94,0.57,0.34
haphazard.csv,1.0,0.91,0.79,0.72,0.93,0.69,0.76,0.69,0.84,0.57,0.98,0.93,1.07,1.01,0.75,0.89,0.77
ipfire-wall.csv,0.51,1.0,0.66,0.7,0.78,0.92,0.79,0.81,0.75,0.78,0.27,0.57,0.71,0.87,0.58,0.61,0.99
jmri.csv,0.75,0.86,0.75,0.5,0.82,0.58,0.84,0.87,0.69,0.74,0.85,0.67,0.75,0.8,0.98,0.54,0.49
jvcl.csv,0.5,0.44,0.78,0.58,0.8,0.91,0.59,0.74,0.62,0.89,0.65,0.66,0.65,0.89,0.56,0.62,0.78
kaffeine.csv,0.9,0.98,0.54,0.6,0.15,0.53,0.68,0.72,0.6,0.77,0.95,0.79,1.01,0.43,0.39,0.94,0.76
m-a-d-n-e-s-s.csv,0.98,0.69,0.93,0.78,0.9,0.74,0.56,0.81,0.92,0.7,0.67,0.33,0.72,0.78,0.45,0.87,0.92
magicwars.csv,1.0,0.88,1.0,0.93,1.0,0.91,0.97,0.36,1.0,0.96,1.0,1.0,1.0,0.85,0.41,1.0,0.91
nh3d.csv,0.01,1.0,1.0,0.72,1.0,1.0,1.0,1.0,0.58,1.0,1.0,0.98,1.0,1.0,0.99,1.0,1.0
opentibia.csv,0.55,0.93,0.31,0.67,0.67,0.56,0.73,0.76,0.76,0.64,0.9,0.94,0.76,0.7,0.86,0.57,0.55
sarasvati.csv,0.68,0.97,0.62,0.77,0.84,0.4,0.8,0.66,0.71,0.75,0.54,0.65,0.74,0.49,0.4,0.72,0.68
smartgwt.csv,1.01,0.71,0.59,0.73,0.44,0.79,0.66,0.87,0.63,0.7,0.7,0.73,0.74,0.73,0.35,0.82,0.72
tweetsharp.csv,0.75,0.76,0.56,0.76,0.74,0.77,0.87,0.99,0.55,0.83,0.88,0.7,0.59,0.75,1.02,0.34,0.56
