,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,xreal.csv
agilitybook.csv,0.97,0.62,0.77,0.67,0.72,0.49,0.65,0.49
apolloplayer.csv,0.54,0.78,0.76,0.91,0.66,0.88,0.7,0.94
k3d.csv,0.98,0.89,0.9,0.54,0.97,0.97,0.5,0.95
kowari.csv,0.45,0.89,0.95,0.5,0.69,0.43,0.83,0.7
redshell.csv,0.41,0.89,0.4,0.38,0.47,0.35,0.39,0.91
rtb-team.csv,0.45,0.45,0.55,0.64,0.55,0.54,0.35,0.45
xreal.csv,0.0,0.88,0.8,0.0,0.88,0.75,0.93,0.8
