,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,0.91,0.57,0.71,0.54,0.74,0.54,0.74
encog-java.csv,0.61,0.11,0.06,0.23,0.27,0.23,0.04
h2database.csv,0.59,0.7,0.11,0.67,0.22,0.31,0.11
haphazard.csv,0.55,0.28,0.86,0.65,0.47,0.69,0.64
jaql.csv,0.8,0.6,0.37,0.6,0.35,0.46,0.32
raven-monitoring.csv,0.82,0.49,0.71,0.44,0.17,0.77,0.42
v8.csv,0.07,0.47,0.74,0.54,0.75,0.46,0.82
