,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,0.49,0.54,0.66,0.56,0.71,0.54,0.0
encog-java.csv,0.64,0.13,0.07,0.27,0.31,0.26,0.05
h2database.csv,0.62,0.71,0.13,0.67,0.26,0.35,0.13
haphazard.csv,0.46,0.3,0.63,0.49,0.46,0.7,0.39
jaql.csv,0.74,0.61,0.41,0.63,0.4,0.48,0.37
raven-monitoring.csv,0.58,0.45,0.71,0.47,0.2,0.69,0.44
v8.csv,0.09,0.5,0.44,0.45,0.28,0.46,0.83
