,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,monetdb.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,pydev.csv,codepurge.csv,bibletime.csv
badtrinity-zero.csv,0.47,0.65,0.55,0.0,0.32,0.53,0.11,0.57,0.0,0.48,0.39,0.2,0.85
bibletime.csv,0.38,0.6,0.7,0.49,0.38,0.5,0.58,0.46,0.56,0.63,0.51,0.24,0.79
boost.csv,0.5,0.58,0.7,0.66,0.23,0.49,0.69,0.62,0.6,0.64,0.52,0.33,0.77
codepurge.csv,0.46,0.56,0.46,0.52,0.33,0.46,0.46,0.34,0.71,0.49,0.45,0.44,0.42
etics.csv,0.65,0.46,0.61,0.56,0.22,0.55,0.63,0.39,0.66,0.67,0.23,0.26,0.72
gusanos.csv,0.46,0.53,0.47,0.52,0.37,0.55,0.61,0.48,0.86,0.26,0.51,0.3,0.62
kvs.csv,0.47,0.4,0.2,0.25,0.63,0.33,0.14,0.44,0.43,0.47,0.5,0.08,0.35
mcore3d.csv,0.0,0.55,0.75,0.54,0.34,0.53,0.59,0.31,0.6,0.6,0.52,0.34,0.63
modellus.csv,0.5,0.46,0.64,0.56,0.15,0.54,0.78,0.52,0.72,0.38,0.43,0.25,0.8
monetdb.csv,0.14,0.44,0.7,0.37,0.0,0.65,0.63,0.32,0.61,0.43,0.27,0.28,0.19
projecteqemu.csv,0.5,0.47,0.52,0.54,0.17,0.52,0.47,0.37,0.54,0.71,0.44,0.24,0.71
pydev.csv,0.55,0.57,0.64,0.52,0.39,0.54,0.53,0.36,0.4,0.6,0.61,0.32,0.75
xbplayer.csv,0.4,0.52,0.53,0.62,0.24,0.58,0.58,0.54,0.61,0.63,0.5,0.31,0.68
