,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,exl.csv
avifile.csv,0.57,0.29,1.0,0.0,0.71,0.42,0.33,0.28,0.19,0.55,0.11,0.04,0.19,0.57,0.21,0.11,0.8,0.41,0.38,0.63
baadengine.csv,0.93,0.05,0.96,0.01,0.72,0.18,0.31,0.27,0.18,0.5,0.14,0.04,0.2,0.57,0.24,0.12,0.85,0.43,0.39,0.82
bibedt.csv,0.77,0.12,0.97,0.01,0.69,0.32,0.4,0.27,0.2,0.83,0.17,0.1,0.54,0.82,0.27,0.1,0.89,0.42,0.61,0.85
cascading.csv,0.84,0.0,0.97,0.02,0.74,0.4,0.55,0.29,0.28,0.91,0.17,0.06,0.38,0.74,0.19,0.08,0.86,0.5,0.62,0.92
dataobjectsdotnet.csv,0.72,0.06,0.97,0.03,0.73,0.33,0.48,0.3,0.18,0.37,0.14,0.0,0.21,0.91,0.15,0.11,0.86,0.56,0.45,0.81
exl.csv,0.83,0.07,0.98,0.01,0.72,0.32,0.49,0.27,0.21,0.36,0.16,0.0,0.21,0.59,0.12,0.11,0.78,0.46,0.36,0.97
gogoego.csv,0.8,0.0,0.95,0.02,0.67,0.27,0.49,0.35,0.19,0.53,0.17,0.0,0.29,0.86,0.19,0.09,0.8,0.56,0.5,0.96
httpcontentparser.csv,0.69,0.03,0.97,0.0,0.62,0.12,1.0,0.28,0.2,0.8,0.31,0.03,0.26,0.72,0.14,0.13,0.75,0.44,0.45,0.91
impala.csv,0.7,0.08,1.0,0.01,0.56,0.32,0.33,0.24,0.19,0.35,0.11,0.04,0.28,0.59,0.29,0.23,0.73,0.39,0.44,0.82
jaxlib.csv,0.85,0.04,0.97,0.0,0.59,0.35,0.59,0.29,0.27,0.39,0.16,0.5,0.36,0.81,0.14,0.08,0.83,0.46,0.48,0.86
jgameai.csv,0.5,0.1,0.0,0.0,0.8,0.35,0.11,0.33,0.12,0.67,0.03,0.08,0.11,0.27,0.0,0.0,1.0,0.29,0.67,0.5
jhotdraw.csv,0.76,0.1,0.98,0.02,0.56,0.32,0.0,0.24,0.46,0.26,0.17,0.04,0.0,0.46,0.17,0.06,0.81,0.28,0.67,0.76
loki-lib.csv,0.96,0.08,0.99,0.01,0.75,0.38,0.35,0.28,0.2,0.46,0.21,0.0,0.18,0.53,0.21,0.15,0.88,0.4,0.61,1.0
patterntesting.csv,0.75,0.06,0.98,0.01,0.63,0.29,0.31,0.24,0.19,0.72,0.11,0.04,0.19,0.6,0.13,0.09,0.79,0.41,0.41,0.75
pokeglobal.csv,0.82,0.02,0.98,0.06,0.77,0.2,0.31,0.32,0.14,0.49,0.16,0.0,0.21,0.41,0.12,0.14,0.83,0.71,0.46,0.78
snakeyaml.csv,0.73,0.0,0.98,0.03,0.78,0.26,0.5,0.28,0.25,0.71,0.2,0.0,0.29,0.88,0.38,0.06,0.87,0.55,0.8,0.92
unflobtactical.csv,0.81,0.09,0.98,0.01,0.69,0.31,0.65,0.23,0.18,0.62,0.15,0.04,0.3,0.76,0.14,0.1,0.84,0.48,0.6,0.81
werx.csv,0.75,0.08,1.0,0.01,0.59,0.29,0.31,0.23,0.18,0.38,0.11,0.04,0.2,0.57,0.13,0.12,0.78,0.43,0.39,0.7
zealos.csv,0.8,0.2,1.0,0.0,1.0,0.44,0.48,0.5,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.72,0.5,0.0
