,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,exl.csv
avifile.csv,0.98,0.94,0.93,0.74,0.86,0.7,0.67,0.63,0.53,0.48,0.49,0.31,0.7,0.86,0.48,0.6,0.72,0.49,0.46,0.77
baadengine.csv,0.48,0.34,0.59,0.38,0.41,0.46,0.54,0.35,0.36,0.34,0.42,0.29,0.4,0.33,0.38,0.33,0.36,0.38,0.44,0.44
bibedt.csv,0.7,0.69,0.45,0.43,0.51,0.53,0.57,0.61,0.44,0.83,0.59,0.9,0.69,0.5,0.92,0.6,0.7,0.57,0.74,0.44
cascading.csv,0.56,0.79,0.43,0.49,0.38,0.56,0.53,0.42,0.48,0.82,0.55,0.59,0.62,0.35,0.57,0.59,0.48,0.58,0.69,0.42
dataobjectsdotnet.csv,0.44,0.34,0.43,0.67,0.59,0.89,0.48,0.52,0.98,0.47,0.48,0.75,0.34,0.73,0.57,0.61,0.66,0.63,0.71,0.44
exl.csv,0.61,0.41,0.44,0.46,0.62,0.51,0.56,0.4,0.44,0.67,0.52,0.57,0.34,0.38,0.51,0.45,0.48,0.53,0.91,0.43
gogoego.csv,0.49,0.41,0.6,0.48,0.44,0.47,0.47,0.66,0.41,0.33,0.53,0.83,0.5,0.57,0.52,0.43,0.39,0.57,0.75,0.38
httpcontentparser.csv,0.58,0.46,0.54,0.74,0.46,0.88,0.5,0.44,0.4,0.8,0.65,0.38,0.53,0.44,0.5,0.52,0.57,0.57,0.75,0.41
impala.csv,0.99,0.43,0.81,0.48,0.46,0.49,0.58,0.41,0.47,0.8,0.46,0.57,0.44,0.41,0.96,0.79,0.75,0.59,0.54,0.52
jaxlib.csv,0.59,0.74,0.97,0.52,0.48,0.63,0.55,0.6,0.98,0.61,0.49,0.75,0.64,0.44,0.95,0.82,0.65,0.86,0.67,0.44
jgameai.csv,0.98,0.9,0.0,0.8,0.8,0.85,0.89,0.93,0.97,0.67,0.97,0.54,0.94,0.91,0.0,0.8,0.0,0.86,0.67,0.5
jhotdraw.csv,0.65,0.68,0.42,0.58,0.44,0.62,0.0,0.39,0.86,0.77,0.96,0.58,0.5,0.92,0.64,0.78,0.51,0.81,0.67,0.86
loki-lib.csv,0.96,0.62,0.44,0.46,0.46,0.71,0.57,0.45,0.42,0.43,0.64,0.5,0.55,0.43,0.79,0.52,0.6,0.54,0.48,0.67
patterntesting.csv,0.42,0.36,0.37,0.41,0.38,0.5,0.54,0.36,0.38,0.55,0.46,0.3,0.42,0.39,0.41,0.35,0.4,0.45,0.49,0.45
pokeglobal.csv,0.51,0.41,0.4,0.78,0.46,0.65,0.54,0.66,0.53,0.66,0.72,0.5,0.4,0.71,0.65,0.55,0.72,0.84,0.85,0.54
snakeyaml.csv,0.56,0.57,0.72,0.62,0.67,0.48,0.5,0.65,0.39,0.71,0.53,0.67,0.43,0.5,0.64,0.74,0.57,0.6,0.8,0.36
unflobtactical.csv,0.43,0.39,0.39,0.5,0.51,0.52,0.65,0.53,0.45,0.64,0.49,0.5,0.52,0.38,0.82,0.5,0.48,0.55,0.56,0.44
werx.csv,0.42,0.42,0.37,0.41,0.41,0.48,0.54,0.38,0.36,0.43,0.45,0.31,0.39,0.38,0.41,0.33,0.4,0.43,0.44,0.73
zealos.csv,0.97,0.8,0.95,0.94,0.5,0.89,0.6,0.9,0.88,0.83,0.75,0.86,0.5,0.0,0.0,0.75,0.75,0.97,0.5,0.0
