,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,exl.csv
avifile.csv,0.09,0.96,0.09,0.0,0.15,0.57,0.04,0.46,0.43,0.56,0.27,0.09,0.49,0.38,0.7,0.32,0.36,0.48,0.09,0.33
baadengine.csv,0.77,0.32,0.25,0.64,0.58,0.22,0.0,0.5,0.0,0.72,0.66,0.17,0.09,0.39,0.8,0.09,0.71,0.54,0.0,0.71
bibedt.csv,0.35,0.61,0.0,0.71,0.6,0.55,0.73,0.49,0.55,0.38,0.64,0.54,0.73,0.55,0.42,0.35,0.45,0.46,0.52,0.76
cascading.csv,0.47,0.0,0.0,0.88,0.7,0.64,0.71,0.61,0.65,0.38,0.68,0.53,0.54,0.7,0.55,0.27,0.64,0.38,0.39,0.63
dataobjectsdotnet.csv,0.49,0.29,0.0,0.9,0.43,0.15,0.76,0.64,0.22,0.09,0.68,0.0,0.56,0.34,0.61,0.45,0.52,0.58,0.5,0.67
exl.csv,0.39,0.53,0.56,0.56,0.54,0.44,0.7,0.57,0.59,0.48,0.61,0.0,0.56,0.5,0.49,0.52,0.48,0.57,0.17,0.74
gogoego.csv,0.39,0.0,0.26,0.88,0.59,0.52,0.78,0.47,0.55,0.73,0.57,0.0,0.44,0.39,0.66,0.41,0.5,0.39,0.09,0.61
httpcontentparser.csv,0.31,0.23,0.36,0.0,0.55,0.05,0.09,0.56,0.5,0.16,0.8,0.45,0.53,0.54,0.55,0.5,0.49,0.41,0.35,0.54
impala.csv,0.13,0.58,0.31,0.71,0.33,0.57,0.57,0.53,0.57,0.27,0.3,0.51,0.75,0.58,0.3,0.59,0.39,0.46,0.64,0.63
jaxlib.csv,0.33,0.23,0.18,0.0,0.56,0.58,0.48,0.6,0.21,0.55,0.64,0.99,0.54,0.66,0.13,0.23,0.5,0.3,0.38,0.79
jgameai.csv,0.05,0.24,0.0,0.0,0.12,0.49,0.04,0.07,0.07,0.09,0.06,0.85,0.23,0.11,0.0,0.0,0.01,0.01,0.09,0.02
jhotdraw.csv,0.51,0.59,0.57,0.77,0.13,0.6,0.0,0.29,0.62,0.36,0.24,0.5,0.0,0.2,0.45,0.23,0.63,0.26,0.09,0.42
loki-lib.csv,0.28,0.43,0.63,0.66,0.55,0.39,0.57,0.58,0.59,0.57,0.54,0.0,0.42,0.46,0.3,0.53,0.37,0.44,0.67,0.26
patterntesting.csv,0.0,0.13,0.0,0.09,0.57,0.13,0.0,0.21,0.44,0.72,0.09,0.0,0.43,0.4,0.09,0.44,0.24,0.42,0.53,0.0
pokeglobal.csv,0.67,0.22,0.0,0.96,0.72,0.18,0.0,0.49,0.43,0.69,0.64,0.0,0.27,0.23,0.53,0.57,0.37,0.52,0.25,0.6
snakeyaml.csv,0.33,0.0,0.25,0.93,0.39,0.35,0.47,0.37,0.7,0.38,0.62,0.0,0.44,0.45,0.7,0.14,0.4,0.38,0.17,0.6
unflobtactical.csv,0.7,0.64,0.0,0.64,0.64,0.36,0.55,0.52,0.55,0.82,0.71,0.49,0.68,0.76,0.44,0.44,0.63,0.43,0.56,0.68
werx.csv,0.05,0.47,0.98,0.0,0.13,0.0,0.0,0.24,0.0,0.0,0.05,0.09,0.0,0.0,0.05,0.17,0.13,0.0,0.0,0.45
zealos.csv,0.06,0.24,0.12,0.0,0.06,0.18,0.74,0.07,0.02,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.18,0.04,0.0
