,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,exl.csv
avifile.csv,0.94,0.18,0.93,1.07,0.88,0.55,0.97,0.68,0.71,0.54,0.93,0.98,0.73,0.74,0.5,0.78,0.74,0.75,0.98,1.0
baadengine.csv,0.29,0.98,0.92,0.74,0.54,0.89,1.0,0.83,1.0,0.56,0.69,0.96,0.98,0.89,0.45,0.98,0.55,0.74,1.0,0.62
bibedt.csv,0.74,0.53,1.05,0.67,0.56,0.79,0.6,0.67,0.79,0.67,0.51,0.53,0.33,0.51,0.65,0.79,0.63,0.72,0.55,0.48
cascading.csv,0.62,1.04,1.04,0.4,0.45,0.54,0.39,0.64,0.51,0.67,0.5,0.6,0.54,0.45,0.58,0.86,0.51,0.71,0.67,0.44
dataobjectsdotnet.csv,0.81,0.94,1.05,0.35,0.64,0.89,0.43,0.61,0.83,0.98,0.62,1.03,0.69,0.72,0.69,0.74,0.59,0.55,0.64,0.69
exl.csv,0.69,0.75,0.78,0.8,0.56,0.86,0.44,0.76,0.74,0.76,0.54,1.04,0.69,0.69,0.83,0.79,0.84,0.76,0.88,0.3
gogoego.csv,0.7,1.17,1.05,0.41,0.59,0.78,0.42,0.62,0.7,0.49,0.56,1.01,0.65,0.66,0.54,0.83,0.82,0.69,0.93,0.45
httpcontentparser.csv,0.81,0.96,0.83,1.06,0.65,0.97,0.93,0.64,0.83,0.87,0.29,0.85,0.61,0.56,0.79,0.67,0.77,0.73,0.73,0.53
impala.csv,0.9,0.75,0.74,0.67,0.92,0.76,0.68,0.79,0.72,0.82,0.92,0.68,0.63,0.7,0.75,0.51,0.8,0.77,0.65,0.57
jaxlib.csv,0.73,0.87,0.88,1.15,0.74,0.61,0.58,0.62,0.83,0.76,0.53,0.04,0.55,0.42,0.9,0.86,0.63,0.78,0.7,0.47
jgameai.csv,0.96,0.81,1.0,1.0,0.9,0.64,0.97,0.94,0.94,0.93,0.97,0.46,0.89,0.96,1.0,1.0,0.99,0.99,0.93,0.98
jhotdraw.csv,0.69,0.59,0.77,0.6,0.97,0.72,1.0,0.92,0.45,0.93,0.81,0.69,1.0,0.87,0.67,0.89,0.66,0.89,0.93,0.72
loki-lib.csv,0.76,0.69,0.46,0.72,0.54,0.7,0.78,0.64,0.67,0.61,0.55,1.1,0.74,0.76,0.75,0.63,0.69,0.76,0.43,0.78
patterntesting.csv,1.0,0.99,1.01,0.98,0.79,0.97,1.0,0.95,0.86,0.34,0.98,1.0,0.88,0.89,0.98,0.89,0.94,0.88,0.81,1.0
pokeglobal.csv,0.56,1.04,1.01,0.17,0.41,0.88,1.0,0.63,0.84,0.56,0.53,1.1,0.93,0.89,0.75,0.66,0.71,0.55,0.81,0.68
snakeyaml.csv,0.78,1.05,0.83,0.28,0.67,0.78,0.6,0.73,0.59,0.67,0.49,1.03,0.65,0.6,0.37,0.91,0.67,0.69,0.86,0.47
unflobtactical.csv,0.61,0.68,1.01,0.74,0.54,0.9,0.51,0.78,0.78,0.37,0.59,0.75,0.49,0.4,0.7,0.77,0.57,0.7,0.53,0.63
werx.csv,0.99,0.85,0.03,1.0,0.97,1.0,1.0,0.95,1.0,1.0,0.99,0.98,1.0,1.0,0.99,0.96,0.97,1.0,1.0,0.85
zealos.csv,0.95,0.8,0.9,1.01,0.95,0.85,0.44,0.94,0.98,0.8,1.0,1.01,1.0,1.0,1.0,1.0,0.97,0.85,0.97,1.0
