,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,0.79,0.68,0.6,0.56,0.74,0.74,0.96,0.54,0.78,0.83,0.84,0.64,0.44,0.49,0.89,1.03,0.55
bwapi.csv,0.96,0.91,0.96,0.97,0.75,0.98,1.0,1.11,0.7,0.76,1.0,0.92,0.93,0.99,0.77,0.32,0.86
co-ode-owl-plugins.csv,0.75,0.53,0.44,0.66,0.52,0.6,0.77,0.3,0.81,0.94,0.94,0.67,0.86,0.76,0.56,0.93,0.84
firebreath.csv,0.59,0.51,0.5,0.58,0.64,0.55,0.61,0.83,0.8,0.53,0.9,0.52,0.74,0.6,0.58,0.83,0.47
frogatto.csv,0.4,0.69,0.73,0.63,0.55,0.55,0.64,1.06,0.49,0.45,0.97,0.54,0.72,0.99,0.43,0.84,0.49
gretl.csv,0.52,0.53,0.45,0.43,0.92,0.72,0.76,0.39,0.65,0.96,0.82,0.44,0.71,0.75,0.94,0.97,0.77
jasperreports.csv,0.71,0.85,0.93,0.9,0.82,0.84,1.0,1.17,1.04,0.81,0.92,0.69,0.69,0.13,0.93,0.89,0.94
konversation.csv,0.62,0.67,0.32,0.6,0.57,0.49,0.7,0.6,0.91,0.77,0.73,0.6,0.81,0.31,0.84,0.89,0.8
linuxsh.csv,0.66,0.39,0.52,0.85,0.65,0.82,1.0,0.35,0.74,0.9,1.0,0.82,0.87,1.01,0.58,0.86,1.02
moviesandbox.csv,0.79,0.63,0.47,0.61,0.48,0.6,0.92,0.39,0.54,0.72,0.94,0.69,0.77,0.54,0.56,1.01,0.66
ontomorphtab.csv,0.37,0.59,0.46,0.42,0.58,0.55,0.63,0.97,0.66,0.59,0.85,0.5,0.69,0.27,0.54,0.85,0.67
opengs.csv,0.89,0.59,0.43,0.46,0.52,0.78,0.9,0.89,0.37,0.62,1.0,0.76,0.81,0.94,0.67,0.86,0.49
scite-ru.csv,0.59,0.59,0.58,0.5,0.7,0.69,0.49,0.63,0.51,0.77,0.77,0.63,0.78,0.99,0.54,0.89,0.64
tokratan.csv,0.68,0.72,0.46,0.49,0.54,0.78,0.9,0.95,0.85,0.4,0.86,0.51,0.66,0.56,0.81,0.88,0.24
vrjuggler.csv,0.75,1.0,1.0,0.98,0.93,1.0,0.95,0.62,0.96,0.87,0.54,0.99,0.97,1.19,0.66,0.77,0.86
wxcode.csv,0.77,1.02,0.43,0.54,0.74,0.7,0.72,1.0,1.0,0.6,0.89,0.64,0.76,0.36,0.86,0.9,0.17
xuggle.csv,0.6,0.74,0.51,0.36,0.61,0.61,0.57,0.88,0.48,0.4,0.9,0.57,0.68,0.98,0.57,0.73,0.37
