,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,salasaga.csv
ikvm.csv,0.48,0.0,0.1,0.12,0.09,0.61
mcmc-jags.csv,0.63,0.73,0.19,0.0,0.42,0.39
olap-navigator.csv,0.0,1.0,0.15,0.4,0.14,0.54
pidgin.csv,0.33,0.63,0.57,0.33,0.05,0.66
salasaga.csv,0.93,0.87,0.75,0.98,0.86,0.0
sepgsql.csv,0.0,0.03,0.0,0.0,0.0,0.0
