,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,hibernate.csv,emite.csv,geogebra.csv,uface.csv
boost-sandbox.csv,0.69,0.04,0.31,0.12,0.18,0.17,0.99,0.22,0.32,0.25,0.47,0.17,0.55
bscwweasel.csv,0.0,0.25,0.47,1.0,0.55,0.33,0.0,0.8,0.0,0.58,0.0,0.39,1.0
capcode.csv,0.0,0.2,0.29,0.17,0.0,1.0,1.0,0.27,0.44,0.37,0.67,0.32,0.79
emite.csv,0.5,0.13,0.34,0.17,0.46,0.18,0.79,0.35,0.38,0.38,1.0,0.43,0.92
geogebra.csv,1.0,0.25,0.2,0.11,0.18,0.11,0.77,0.24,0.29,0.27,0.37,0.99,0.62
hibernate.csv,0.77,0.05,0.27,0.15,0.45,0.09,0.7,0.33,0.23,0.99,0.35,0.33,0.79
lamp.csv,1.0,1.0,0.5,0.27,0.62,0.17,0.93,0.67,0.61,0.44,0.0,0.48,0.94
nodal.csv,0.67,0.21,0.39,0.13,0.45,0.13,0.8,0.37,1.0,0.4,0.58,0.46,0.89
retromenu.csv,0.79,0.3,0.63,0.21,0.95,0.22,0.85,0.71,0.38,0.53,0.0,0.61,0.83
smbopensoft.csv,0.97,0.12,0.4,0.16,0.49,0.19,0.78,0.23,0.3,0.36,0.71,0.3,0.75
stuproa-cims.csv,0.49,0.11,0.22,0.13,0.32,0.16,0.73,0.98,0.26,0.36,0.41,0.23,0.68
thout.csv,0.44,0.11,1.0,0.07,0.41,0.14,0.75,0.25,0.32,0.31,0.38,0.26,0.57
uface.csv,0.49,0.09,0.25,0.22,0.32,0.16,0.74,0.26,0.26,0.32,0.51,0.23,1.0
