,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv
bibletime.csv,0.5,0.5,0.4,0.39,0.51,0.47,0.36,0.32,0.42,0.44,0.38,0.43,0.42,0.34,0.32,0.37,0.46,0.35
decidr.csv,0.58,0.33,0.42,0.38,0.46,0.42,0.41,0.32,0.44,0.4,0.48,0.46,0.44,0.29,0.41,0.4,0.42,0.46
doomlegacy.csv,0.49,0.0,0.44,0.83,0.46,0.55,0.48,0.75,0.67,0.45,0.72,0.52,0.45,0.83,0.36,0.91,0.41,0.9
elmo.csv,0.6,0.48,0.97,0.7,0.68,0.71,0.72,0.63,0.68,0.75,0.95,0.97,0.94,0.52,0.4,0.85,0.56,0.92
gpac.csv,0.89,0.5,0.45,0.38,0.7,0.5,0.36,0.51,0.44,0.38,0.46,0.5,0.45,0.29,0.57,0.35,0.42,0.44
illumination.csv,0.0,0.54,0.95,0.47,0.0,0.47,0.92,0.0,0.0,0.49,0.44,0.71,0.44,0.31,0.0,0.68,0.42,0.37
img-browse-sort.csv,0.43,0.36,0.51,0.41,0.54,0.48,0.44,0.56,0.6,0.46,0.47,0.64,0.44,0.59,0.68,0.43,0.75,0.42
ktc.csv,0.42,0.36,0.39,0.89,0.48,0.59,0.5,0.35,0.36,0.53,0.84,0.5,0.4,0.29,0.37,0.54,0.56,0.41
neoengine.csv,0.52,0.51,0.46,0.48,0.59,0.47,0.37,0.32,0.41,0.43,0.67,0.46,0.5,0.35,0.36,0.39,0.46,0.39
nicepress.csv,0.46,0.49,0.45,0.59,0.47,0.51,0.41,0.33,0.44,0.6,0.44,0.69,0.48,0.41,0.64,0.6,0.52,0.42
omseek.csv,0.98,0.0,0.95,0.0,0.96,0.88,0.9,0.5,0.94,0.53,0.85,0.68,0.5,0.39,0.5,0.86,0.75,0.71
pi-qmc.csv,0.62,0.5,0.4,0.39,0.65,0.43,0.45,0.31,0.44,0.48,0.53,0.43,0.45,0.33,0.35,0.35,0.52,0.49
rosegarden.csv,0.38,0.45,0.46,0.57,0.53,0.5,0.39,0.47,0.51,0.82,0.6,0.46,0.47,0.35,0.33,0.74,0.47,0.44
sigil.csv,0.41,0.42,0.44,0.5,0.57,0.44,0.4,0.63,0.6,0.4,0.46,0.49,0.42,0.41,0.49,0.53,0.67,0.4
smarttag.csv,0.39,0.41,0.44,0.4,0.42,0.48,0.5,0.36,0.38,0.5,0.39,0.42,0.45,0.37,0.35,0.39,0.58,0.37
sylpheed-claws.csv,0.36,0.5,0.4,0.35,0.4,0.42,0.35,0.38,0.45,0.39,0.44,0.43,0.44,0.29,0.35,0.34,0.42,0.36
xemeiah.csv,0.44,0.58,0.4,0.55,0.54,0.48,0.35,0.32,0.39,0.4,0.51,0.68,0.43,0.31,0.56,0.8,0.43,0.44
zscreen.csv,0.47,0.89,0.51,0.54,0.52,0.5,0.49,0.35,0.5,0.52,0.5,0.57,0.5,0.33,0.45,0.5,0.8,0.38
