,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv
bibletime.csv,1724.5,784.5,99.0,96.5,488.5,96.5,99.0,196.0,99.0,173.0,482.5,487.0,98.5,98.5,97.5,287.5,478.5,97.5
decidr.csv,754.5,618.5,198.0,186.0,297.0,392.5,99.0,196.0,99.0,185.0,293.5,584.5,98.5,98.5,99.0,385.5,573.0,98.5
doomlegacy.csv,89.5,0.0,297.0,79.5,685.0,294.0,99.0,87.5,69.5,466.5,94.5,487.5,98.5,81.5,99.0,352.5,573.0,97.5
elmo.csv,1626.5,438.5,99.0,96.5,1057.5,95.5,99.0,196.0,98.5,86.5,326.0,385.0,90.5,98.5,99.0,93.5,188.0,93.5
gpac.csv,647.5,784.5,297.0,99.0,767.0,294.0,99.0,97.5,99.0,566.0,293.5,782.0,98.5,98.5,97.5,483.0,573.0,98.5
illumination.csv,0.0,699.0,94.5,99.0,0.0,492.0,97.5,0.0,0.0,374.0,196.0,586.5,98.5,98.5,0.0,289.0,573.0,97.5
img-browse-sort.csv,456.5,1219.0,99.0,96.5,195.5,96.5,99.0,95.5,96.5,277.5,292.5,193.5,98.5,98.5,95.5,189.0,91.5,94.5
ktc.csv,370.5,1043.5,99.0,80.5,195.5,96.5,99.0,95.5,99.0,236.5,94.5,489.5,98.5,98.5,97.5,346.0,91.5,94.5
neoengine.csv,1526.5,703.0,99.0,91.5,490.0,492.0,99.0,196.0,197.0,187.0,191.0,487.5,98.5,98.5,99.0,386.5,284.5,98.5
nicepress.csv,1617.5,703.0,297.0,96.5,585.5,96.5,99.0,196.0,99.0,91.5,292.5,292.0,98.5,98.5,95.5,386.5,379.0,94.5
omseek.csv,89.5,97.5,99.0,0.0,162.0,96.5,97.5,175.0,99.0,179.0,94.5,193.5,98.5,606.0,86.5,266.0,88.5,94.5
pi-qmc.csv,1822.0,784.5,99.0,99.0,684.5,195.5,99.0,196.0,99.0,365.0,293.5,683.0,98.5,619.5,99.0,286.5,91.5,96.5
rosegarden.csv,1127.5,1623.0,297.0,88.5,193.0,195.0,99.0,95.5,195.0,251.5,96.5,586.0,98.5,98.5,99.0,677.5,285.5,98.5
sigil.csv,363.0,1030.5,99.0,91.5,195.5,96.5,99.0,95.5,99.0,566.0,292.5,586.0,98.5,329.0,97.5,527.0,91.5,98.5
smarttag.csv,1871.5,432.5,297.0,96.5,781.5,96.5,99.0,196.0,99.0,368.0,292.5,782.0,98.5,594.5,99.0,384.0,91.5,98.5
sylpheed-claws.csv,2547.0,784.5,198.0,99.0,1173.0,492.0,99.0,196.0,99.0,379.0,293.5,782.0,98.5,98.5,99.0,483.0,573.0,98.5
xemeiah.csv,556.0,718.0,297.0,91.5,391.5,192.5,99.0,196.0,99.0,283.5,482.5,94.5,98.5,98.5,95.5,445.5,284.5,94.5
zscreen.csv,2067.5,489.5,297.0,91.5,198.0,853.0,99.0,196.0,92.5,373.5,292.5,1181.5,98.5,98.5,95.5,286.5,183.0,97.5
