,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,aubit4gl.csv,pfaedit.csv,opensim4opencog.csv,jmol.csv,yaprm.csv,tktoolkit.csv,moving-pictures.csv,miranda-icq.csv,ipfilter.csv,zemljanka.csv,rockbox.csv
atlc.csv,0.4,0.19,0.26,0.36,0.2,0.34,0.86,0.1,0.62,0.69,0.27,0.63,0.43,0.2,0.37,0.42,0.61,0.56,0.56
aubit4gl.csv,0.09,0.21,0.44,0.13,0.3,0.1,0.25,0.0,0.69,0.23,0.1,0.24,0.39,0.13,0.44,0.26,0.38,0.41,0.17
ipfilter.csv,0.42,0.24,0.24,0.42,0.26,0.33,0.54,0.09,0.67,0.67,0.27,0.76,0.53,0.22,0.51,0.45,0.96,0.81,0.37
jmol.csv,0.45,0.3,0.19,0.58,0.24,0.27,0.78,0.12,0.61,0.74,0.2,0.83,0.66,0.22,0.61,0.41,0.84,0.84,0.55
liferea.csv,0.47,0.4,0.07,0.57,0.32,0.51,0.48,0.12,0.34,0.57,0.33,0.75,0.57,0.14,0.32,0.44,0.59,0.57,0.44
miranda-icq.csv,0.5,0.3,0.21,0.61,0.36,0.41,0.74,0.11,0.03,0.46,0.21,0.28,0.52,0.12,0.53,0.48,0.68,0.07,0.22
moving-pictures.csv,0.44,0.29,0.32,0.56,0.29,0.31,0.05,0.38,0.39,0.74,0.27,0.65,0.59,0.32,0.6,0.35,0.71,0.24,0.74
opensim4opencog.csv,0.46,0.45,0.1,0.55,0.34,0.52,0.55,0.16,0.66,0.78,0.33,0.81,0.64,0.23,0.56,0.39,0.61,0.7,0.65
pclasses.csv,0.48,0.57,0.0,0.45,0.25,0.12,0.0,0.0,0.07,0.1,0.27,0.33,0.13,0.08,0.43,0.0,0.07,0.05,0.51
pfaedit.csv,0.46,0.11,0.3,0.53,0.33,0.4,0.0,0.2,0.61,0.82,0.25,0.73,0.67,0.3,0.3,0.0,0.12,0.15,0.39
plearn.csv,0.54,0.42,0.1,0.3,0.27,0.0,0.0,0.17,0.07,0.74,0.22,0.76,0.57,0.0,0.3,0.0,0.64,0.06,0.35
psrchive.csv,0.51,0.23,0.5,0.38,0.45,0.35,0.65,0.18,0.69,0.54,0.19,0.22,0.56,0.21,0.51,0.4,0.67,0.79,0.39
re2c.csv,0.37,0.18,0.92,0.38,0.26,0.28,0.38,0.15,0.36,0.29,0.14,0.3,0.49,0.06,0.58,0.23,0.4,0.6,0.29
rockbox.csv,0.49,0.32,0.24,0.57,0.37,0.3,0.0,0.23,0.59,0.76,0.24,0.72,0.62,0.33,0.45,0.21,0.5,0.44,0.7
theresa.csv,0.46,0.13,0.15,0.57,0.41,0.55,0.31,0.33,0.54,0.74,0.22,0.65,0.47,0.22,0.47,0.31,0.53,0.61,0.38
tktoolkit.csv,0.18,0.14,0.34,0.33,0.27,0.11,0.13,0.0,0.59,0.75,0.16,0.69,0.47,0.43,0.66,0.25,0.65,0.74,0.56
tzod.csv,0.49,0.2,0.21,0.55,0.29,0.48,0.72,0.23,0.65,0.65,0.27,0.79,0.56,0.2,0.19,0.47,0.76,0.84,0.27
yaprm.csv,0.51,0.27,0.11,0.44,0.31,0.13,0.05,0.24,0.53,0.48,0.25,0.52,0.63,0.23,0.32,0.13,0.23,0.42,0.4
zemljanka.csv,0.46,0.33,0.2,0.55,0.28,0.27,0.73,0.17,0.7,0.73,0.23,0.79,0.68,0.2,0.54,0.31,0.59,0.88,0.49
