,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,aubit4gl.csv,pfaedit.csv,opensim4opencog.csv,jmol.csv,yaprm.csv,tktoolkit.csv,moving-pictures.csv,miranda-icq.csv,ipfilter.csv,zemljanka.csv,rockbox.csv
atlc.csv,0.55,0.74,0.76,0.7,0.55,0.39,0.47,0.57,0.38,0.37,0.42,0.5,0.57,0.44,0.52,0.48,0.59,0.8,0.45
aubit4gl.csv,0.89,0.82,0.92,0.75,0.95,0.86,0.83,0.75,0.48,0.88,0.98,0.94,0.75,0.96,0.92,0.97,0.89,0.97,0.8
ipfilter.csv,0.44,0.46,0.63,0.73,0.55,0.38,0.55,0.49,0.37,0.37,0.47,0.4,0.55,0.4,0.45,0.54,0.43,0.57,0.7
jmol.csv,0.42,0.49,0.41,0.37,0.39,0.62,0.48,0.55,0.34,0.3,0.48,0.39,0.33,0.39,0.42,0.39,0.37,0.39,0.44
liferea.csv,0.43,0.48,0.52,0.39,0.4,0.45,0.65,0.4,0.53,0.45,0.56,0.4,0.44,0.47,0.56,0.49,0.39,0.48,0.62
miranda-icq.csv,0.49,0.52,0.77,0.47,0.47,0.33,0.41,0.41,0.75,0.72,0.47,0.95,0.42,0.9,0.41,0.52,0.42,0.88,0.88
moving-pictures.csv,0.45,0.58,0.54,0.36,0.41,0.46,0.0,0.54,0.74,0.31,0.7,0.5,0.36,0.7,0.48,0.43,0.36,0.86,0.37
opensim4opencog.csv,0.4,0.48,0.32,0.33,0.38,0.33,0.47,0.31,0.3,0.27,0.48,0.35,0.3,0.36,0.42,0.36,0.33,0.36,0.33
pclasses.csv,0.5,0.71,0.83,0.52,0.5,0.67,0.0,0.9,0.75,0.89,0.55,0.96,0.89,0.67,0.57,0.0,0.88,0.8,0.44
pfaedit.csv,0.49,0.86,0.52,0.54,0.47,0.59,0.0,0.59,0.38,0.38,0.76,0.45,0.38,0.94,0.8,0.0,0.67,0.95,0.58
plearn.csv,0.52,0.56,0.5,0.63,0.54,0.0,0.0,0.44,0.75,0.31,0.86,0.41,0.43,0.83,0.63,0.0,0.42,0.83,0.62
psrchive.csv,0.49,0.73,0.9,0.73,0.43,0.38,0.49,0.58,0.39,0.48,0.62,0.94,0.44,0.51,0.44,0.42,0.43,0.56,0.67
re2c.csv,0.7,0.82,0.86,0.49,0.55,0.48,0.65,0.9,0.97,0.94,0.7,0.96,0.53,0.89,0.45,0.61,0.69,0.82,0.75
rockbox.csv,0.41,0.41,0.39,0.34,0.38,0.86,0.0,0.43,0.34,0.32,0.85,0.41,0.3,0.63,0.75,0.96,0.5,0.47,0.33
theresa.csv,0.45,0.53,0.43,0.36,0.4,0.89,0.8,0.47,0.34,0.35,0.71,0.41,0.52,0.35,0.67,0.48,0.34,0.38,0.71
tktoolkit.csv,0.87,0.72,0.65,0.52,0.7,0.62,0.8,0.75,0.38,0.32,0.47,0.46,0.61,0.79,0.38,0.57,0.61,0.52,0.43
tzod.csv,0.42,0.45,0.52,0.45,0.44,0.39,0.49,0.57,0.37,0.36,0.56,0.36,0.49,0.39,0.75,0.45,0.39,0.4,0.91
yaprm.csv,0.45,0.54,0.38,0.67,0.48,0.5,0.0,0.57,0.39,0.67,0.84,0.68,0.44,0.46,0.9,0.88,0.86,0.5,0.55
zemljanka.csv,0.42,0.48,0.43,0.41,0.4,0.34,0.47,0.53,0.35,0.34,0.42,0.39,0.35,0.41,0.32,0.41,0.4,0.48,0.47
