,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,aubit4gl.csv,pfaedit.csv,opensim4opencog.csv,jmol.csv,yaprm.csv,tktoolkit.csv,moving-pictures.csv,miranda-icq.csv,ipfilter.csv,zemljanka.csv,rockbox.csv
atlc.csv,5.0,1.0,0.0,6.0,9.0,6.0,0.0,35.0,0.0,1.0,5.0,0.0,0.0,3.0,1.0,6.0,1.0,0.0,7.0
aubit4gl.csv,3.0,8.0,0.0,2.0,1.0,5.0,2.0,52.0,2.0,1.0,12.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,3.0
ipfilter.csv,5.0,1.0,0.0,4.0,3.0,6.0,0.0,41.0,1.0,1.0,7.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,15.0
jmol.csv,1.0,9.0,0.0,5.0,32.0,4.0,1.0,26.0,0.0,0.0,47.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,1.0
liferea.csv,2.0,0.0,17.0,0.0,5.0,4.0,0.0,44.0,2.0,2.0,6.0,1.0,1.0,7.0,1.0,2.0,0.0,0.0,4.0
miranda-icq.csv,3.0,12.0,4.0,4.0,0.0,4.0,0.0,47.0,1.0,1.0,8.0,0.0,0.0,4.0,3.0,4.0,1.0,0.0,3.0
moving-pictures.csv,5.0,6.0,0.0,3.0,15.0,4.0,0.0,9.0,0.0,5.0,18.0,1.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0
opensim4opencog.csv,4.0,1.0,15.0,1.0,6.0,2.0,0.0,31.0,0.0,6.0,4.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0
pclasses.csv,4.0,2.0,56.0,4.0,0.0,2.0,69.0,52.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,201.0,3.0,0.0,7.0
pfaedit.csv,4.0,3.0,0.0,2.0,1.0,2.0,69.0,14.0,1.0,0.0,9.0,1.0,0.0,5.0,0.0,201.0,0.0,0.0,2.0
plearn.csv,8.0,3.0,25.0,1.0,8.0,56.0,69.0,28.0,2.0,1.0,12.0,1.0,1.0,177.0,4.0,201.0,1.0,0.0,6.0
psrchive.csv,7.0,3.0,0.0,0.0,0.0,10.0,0.0,17.0,1.0,1.0,12.0,0.0,1.0,14.0,4.0,3.0,0.0,0.0,2.0
re2c.csv,2.0,0.0,0.0,8.0,3.0,4.0,0.0,9.0,2.0,0.0,13.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,6.0
rockbox.csv,3.0,1.0,0.0,1.0,8.0,2.0,69.0,19.0,4.0,3.0,5.0,1.0,2.0,4.0,0.0,10.0,0.0,0.0,0.0
theresa.csv,0.0,13.0,6.0,1.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,27.0,2.0,7.0,1.0,0.0,0.0
tktoolkit.csv,5.0,11.0,0.0,2.0,0.0,18.0,0.0,52.0,3.0,7.0,34.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0
tzod.csv,2.0,8.0,0.0,1.0,20.0,1.0,1.0,20.0,1.0,1.0,16.0,0.0,2.0,30.0,1.0,3.0,0.0,0.0,5.0
yaprm.csv,1.0,6.0,2.0,5.0,10.0,1.0,0.0,11.0,0.0,0.0,7.0,1.0,1.0,26.0,2.0,0.0,0.0,0.0,2.0
zemljanka.csv,3.0,1.0,0.0,3.0,8.0,13.0,0.0,28.0,1.0,11.0,13.0,1.0,0.0,3.0,0.0,13.0,0.0,0.0,9.0
