,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.9,0.58,0.73,0.82,0.6,0.71,0.26,0.8,0.95,1.0,0.93,0.65,0.72,0.43,0.72,0.59,0.74
beast-mcmc.csv,0.56,0.74,0.35,0.62,0.8,0.52,0.41,0.8,0.61,0.51,0.84,0.61,0.82,0.7,0.99,0.73,0.8
bscwweasel.csv,0.97,0.82,0.65,0.35,0.88,0.95,0.75,0.69,0.37,0.82,0.67,0.77,0.81,1.03,0.82,0.72,0.76
codeblocks.csv,0.53,0.75,0.45,0.54,0.87,0.5,0.43,0.59,0.85,0.71,0.76,0.82,0.6,0.81,0.96,0.4,0.67
gamestone.csv,0.97,0.2,0.88,0.75,0.8,0.93,0.75,0.97,0.97,0.84,0.9,0.92,0.92,0.62,0.95,0.7,0.83
iaml.csv,0.82,0.6,0.6,0.86,0.71,0.63,0.63,0.66,0.76,0.74,0.46,0.64,0.55,0.34,0.81,0.86,0.82
jbasic.csv,0.78,0.77,0.67,0.72,0.57,0.92,0.54,1.01,0.58,0.43,0.81,0.77,0.95,0.87,0.61,0.89,0.82
modplug.csv,0.82,0.94,0.84,0.92,0.93,0.7,0.96,0.89,1.0,0.66,0.99,0.97,0.87,1.0,0.99,0.27,0.93
pdfedit.csv,0.68,0.64,0.69,0.87,0.39,0.79,0.69,0.77,0.74,0.84,0.8,0.78,0.89,0.5,0.46,0.52,0.69
redshell.csv,0.92,0.66,0.78,0.81,0.77,0.98,1.02,0.43,1.0,0.58,0.74,0.88,0.86,0.74,0.95,1.01,0.67
sabbu.csv,0.38,0.89,0.48,0.77,0.54,0.57,0.54,0.59,0.63,0.83,0.67,0.53,0.82,0.38,0.68,0.88,0.71
silvertree.csv,0.46,0.68,0.72,0.73,0.72,0.6,0.91,0.79,0.53,0.98,0.75,0.33,0.95,0.72,0.87,0.84,0.93
t-2.csv,0.85,0.93,0.72,0.83,0.89,0.81,0.65,0.87,0.99,0.96,0.59,0.79,0.42,1.1,1.01,0.92,0.83
xinity.csv,0.9,1.02,0.81,0.79,0.61,0.92,0.93,0.7,0.75,0.87,0.55,0.84,0.95,0.73,0.47,0.99,0.47
xreal.csv,0.9,0.78,0.85,0.87,0.76,0.86,0.88,0.78,0.89,0.83,0.81,0.89,0.97,0.01,0.88,1.06,0.82
zabbix.csv,0.45,0.9,0.57,0.93,0.51,0.66,0.65,0.58,0.53,0.61,0.92,0.55,0.91,0.42,0.57,0.73,0.84
zengine.csv,0.63,0.92,0.94,0.97,0.98,0.98,0.97,1.0,0.16,1.0,0.84,1.0,0.99,0.96,0.85,1.0,0.96
