,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.83,0.87,0.8,0.7,0.68
freenet.csv,0.83,0.71,0.58,0.96,0.89
mediaportal.csv,0.46,0.34,0.2,0.26,0.53
onotoa.csv,0.63,0.41,0.7,0.22,0.43
sqlpower-library.csv,0.72,0.85,0.41,1.0,0.98
