,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,98.5,296.5,289.5,188.0,790.5
freenet.csv,99.0,396.0,99.0,290.5,1184.5
mediaportal.csv,89.5,98.5,191.0,91.5,1501.0
onotoa.csv,99.0,99.0,99.0,372.5,686.5
sqlpower-library.csv,98.5,396.0,191.0,290.5,1086.0
