,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.59,0.79,0.88,0.22,0.48
freenet.csv,0.65,0.4,0.56,0.96,0.91
mediaportal.csv,0.12,0.1,0.25,0.11,0.25
onotoa.csv,0.82,0.41,0.5,0.33,0.58
sqlpower-library.csv,0.29,0.67,0.5,1.0,0.95
