,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.69,0.53,0.38,0.71,0.64
freenet.csv,0.65,0.68,0.55,0.17,0.32
mediaportal.csv,0.51,0.39,0.23,0.3,0.56
onotoa.csv,0.42,0.44,0.65,0.25,0.43
sqlpower-library.csv,0.72,0.65,0.43,0.0,0.21
