,barracudamvc.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,mycila.csv,jppf-project.csv,cascading.csv,ontopia.csv,mevenide.csv
alembik.csv,0.2,0.0,0.0,0.15,0.0,0.06,0.07,0.5,0.06,0.29,0.14
arsenal-1.csv,0.45,0.0,0.1,0.26,0.13,0.26,0.19,0.38,0.18,0.36,0.24
barracudamvc.csv,0.0,0.84,0.87,0.87,0.87,0.93,0.93,0.75,0.97,0.71,0.91
cascading.csv,0.65,0.48,0.23,0.32,0.13,0.23,0.12,0.25,0.0,0.57,0.42
emisview.csv,0.1,0.03,0.19,0.0,0.09,0.13,0.19,0.12,0.12,0.07,0.1
jitterbit.csv,0.4,0.35,0.42,0.34,0.22,0.0,0.33,0.62,0.15,0.14,0.2
jppf-project.csv,0.95,1.0,0.9,0.94,1.0,0.97,0.93,0.0,0.88,0.93,0.92
mevenide.csv,0.4,0.48,0.35,0.13,0.09,0.12,0.14,0.12,0.18,0.07,0.0
mycila.csv,0.1,0.03,0.1,0.17,0.48,0.1,0.02,0.0,0.12,0.43,0.24
ontopia.csv,0.3,0.32,0.77,0.49,0.48,0.72,0.17,0.0,0.85,0.0,0.8
trackit.csv,0.45,0.65,0.29,0.02,0.0,0.43,0.24,0.38,0.06,0.21,0.41
