,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.75,0.48,0.89,0.89,0.62,0.65,0.73,0.57,0.8,0.57,0.59,0.95,0.75,0.74,0.83
chaperon.csv,0.83,0.88,0.74,0.92,0.86,0.93,0.97,0.67,0.75,0.91,0.94,0.94,0.75,0.83,0.75
co-ode-owl-plugins.csv,0.67,0.5,0.94,0.75,0.89,0.88,0.98,0.86,0.8,0.75,0.92,0.8,0.0,0.0,0.0
e-bio-flow.csv,0.5,0.83,0.91,0.89,0.93,0.62,0.92,0.83,0.81,0.89,0.72,0.0,0.83,0.0,0.9
free-evolution.csv,0.69,0.59,0.94,0.91,0.73,0.83,0.84,0.55,0.83,0.86,0.65,0.79,0.86,0.9,0.41
jaxlib.csv,0.0,0.0,0.0,0.0,0.67,0.0,0.93,0.5,0.0,0.5,0.5,0.91,0.0,0.75,0.0
jmonkeyengine.csv,0.72,0.62,0.78,0.82,0.72,0.76,0.59,0.45,0.85,0.93,0.72,0.79,0.76,0.72,0.89
jmule.csv,0.56,0.41,0.52,0.43,0.41,0.42,0.57,0.42,0.58,0.44,0.43,0.45,0.53,0.6,0.5
kaffeine.csv,0.4,0.3,0.37,0.35,0.32,0.36,0.46,0.29,0.46,0.32,0.34,0.38,0.35,0.46,0.34
nodal.csv,0.73,0.48,0.6,0.6,0.62,0.47,0.68,0.34,0.86,0.77,0.67,0.98,0.89,0.86,0.5
ogrehg.csv,0.75,0.48,0.94,0.65,0.52,0.55,0.65,0.44,0.67,0.75,0.53,0.66,0.75,0.78,0.8
onotoa.csv,0.8,0.62,0.57,0.7,0.39,0.54,0.7,0.56,0.62,0.41,0.48,0.73,0.36,0.61,0.41
papertoolkit.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.67,0.0,0.0
