,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,0.0,0.0,0.0,0.0,0.0,0.0
foursquared.csv,0.12,0.06,0.13,0.0,0.0,0.21
ifmo-game-1.csv,0.0,0.0,0.01,0.07,0.1,0.0
micomt.csv,0.14,0.52,0.26,0.63,0.0,0.56
voms.csv,0.13,0.0,0.0,0.0,0.02,0.1
