,kvs.csv,fltk.csv,phet.csv,blue-c.csv,voms.csv,jbasic.csv,apertium.csv,smarttag.csv,vrjuggler.csv,sumatrapdf.csv,monetdb.csv,wheat.csv,repositorium.csv,projecteqemu.csv,free-evolution.csv,icescrum.csv,factor.csv
apertium.csv,0.0,0.04,0.61,0.0,0.05,0.35,0.24,0.26,0.54,0.4,0.03,0.04,0.05,0.09,0.04,0.34,0.35
blue-c.csv,0.43,0.77,0.72,0.16,0.2,0.44,0.86,1.0,0.34,0.22,0.77,0.46,0.65,0.71,0.43,0.56,0.39
factor.csv,0.05,0.25,0.2,0.0,0.18,0.0,0.53,0.62,0.05,0.02,0.04,0.29,0.01,0.09,0.15,0.38,0.13
fltk.csv,0.2,0.26,0.64,0.32,0.53,0.26,0.93,0.97,0.1,0.05,0.35,0.12,0.1,0.58,0.34,0.59,0.26
free-evolution.csv,0.21,0.31,0.76,0.08,0.27,0.29,0.38,0.72,0.44,0.98,0.41,0.71,0.51,0.76,0.43,0.72,0.3
icescrum.csv,0.12,0.33,0.44,0.04,0.18,0.23,0.34,0.33,0.42,0.25,0.26,0.12,0.21,0.29,0.16,0.19,0.43
jbasic.csv,0.71,0.79,0.96,0.68,0.52,0.38,0.9,0.59,0.66,1.0,0.9,0.17,0.08,1.0,0.49,0.81,0.91
kvs.csv,0.18,0.37,0.67,0.0,0.36,0.95,0.26,0.21,0.81,0.82,0.23,0.12,0.44,0.4,0.2,0.47,0.65
monetdb.csv,0.08,0.06,0.2,0.08,0.02,0.03,0.16,0.36,0.19,0.07,0.23,0.12,0.44,0.38,0.24,0.22,0.17
phet.csv,0.8,0.26,0.28,0.96,0.8,0.74,0.33,0.08,0.68,0.85,0.6,0.54,0.94,0.58,0.76,0.34,0.65
projecteqemu.csv,0.01,0.07,0.21,0.0,0.03,0.32,0.57,0.69,0.1,0.07,0.29,0.04,0.0,0.27,0.15,0.38,0.04
repositorium.csv,0.86,0.71,0.29,0.08,0.83,0.48,0.07,0.15,0.0,0.09,0.47,0.62,0.29,0.42,0.43,0.38,0.3
smarttag.csv,0.32,0.56,0.76,0.12,0.64,0.17,0.28,0.21,0.42,0.4,0.19,0.46,0.23,0.44,0.43,0.72,0.57
sumatrapdf.csv,0.64,0.78,0.91,0.56,0.64,0.98,0.95,1.0,0.64,0.16,0.87,0.38,0.88,0.89,0.61,0.78,0.78
voms.csv,0.11,0.74,0.54,0.0,0.15,0.14,0.71,0.74,0.29,0.15,0.39,0.29,0.05,0.4,0.14,0.59,0.39
vrjuggler.csv,0.33,0.5,0.6,0.0,0.39,0.15,0.17,0.08,0.34,0.38,0.09,0.0,0.34,0.31,0.11,0.03,0.7
wheat.csv,0.57,0.44,0.53,0.56,0.71,0.71,0.66,0.54,0.58,0.87,0.61,0.33,0.67,0.29,0.42,0.44,0.7
