,kvs.csv,fltk.csv,phet.csv,blue-c.csv,voms.csv,jbasic.csv,apertium.csv,smarttag.csv,vrjuggler.csv,sumatrapdf.csv,monetdb.csv,wheat.csv,repositorium.csv,projecteqemu.csv,free-evolution.csv,icescrum.csv,factor.csv
apertium.csv,0.67,0.9,0.39,0.0,0.8,0.47,0.64,0.64,0.43,0.67,0.8,0.75,0.75,0.86,0.8,0.45,0.83
blue-c.csv,0.58,0.46,0.49,0.48,0.94,0.48,0.47,0.4,0.73,0.59,0.42,0.58,0.56,0.39,0.58,0.41,0.47
factor.csv,0.8,0.74,0.91,0.86,0.92,0.0,0.63,0.53,0.67,0.9,0.91,0.77,0.0,0.86,0.92,0.48,0.51
fltk.csv,0.83,0.55,0.51,0.43,0.82,0.54,0.44,0.38,0.86,0.77,0.48,0.89,0.92,0.44,0.54,0.42,0.47
free-evolution.csv,0.62,0.6,0.36,0.6,0.7,0.53,0.46,0.42,0.47,0.34,0.36,0.33,0.34,0.39,0.51,0.32,0.89
icescrum.csv,0.88,0.59,0.49,0.58,0.85,0.49,0.51,0.45,0.41,0.74,0.47,0.67,0.89,0.41,0.7,0.43,0.46
jbasic.csv,0.47,0.43,0.36,0.43,0.65,0.51,0.43,0.6,0.39,0.34,0.43,0.88,0.86,0.4,0.47,0.37,0.47
kvs.csv,0.61,0.68,0.46,0.0,0.66,0.44,0.71,0.9,0.39,0.37,0.57,0.91,0.44,0.45,0.96,0.38,0.7
monetdb.csv,0.83,0.93,0.81,0.88,0.0,0.88,0.9,0.56,0.83,0.91,0.49,0.67,0.39,0.55,0.74,0.75,0.56
phet.csv,0.45,0.97,0.83,0.57,0.64,0.64,0.71,0.8,0.48,0.47,0.72,0.55,0.44,0.81,0.58,0.86,0.74
projecteqemu.csv,0.67,0.85,0.98,0.75,0.5,0.49,0.52,0.43,0.88,0.8,0.48,0.5,0.0,0.5,0.79,0.52,0.89
repositorium.csv,0.41,0.59,0.8,0.67,0.63,0.97,0.8,0.86,0.0,0.9,0.81,0.55,0.58,0.86,0.75,0.88,0.88
smarttag.csv,0.43,0.44,0.35,0.44,0.47,0.58,0.53,0.53,0.41,0.47,0.66,0.38,0.71,0.45,0.46,0.34,0.41
sumatrapdf.csv,0.34,0.43,0.38,0.41,0.73,0.43,0.42,0.4,0.39,0.56,0.38,0.43,0.42,0.39,0.47,0.37,0.39
voms.csv,0.91,0.43,0.52,0.78,0.78,0.54,0.5,0.45,0.79,0.6,0.41,0.69,0.89,0.43,0.78,0.39,0.58
vrjuggler.csv,0.8,0.59,0.53,0.75,0.85,0.85,0.85,0.67,0.58,0.83,0.96,0.67,0.52,0.47,0.95,0.0,0.46
wheat.csv,0.38,0.55,0.59,0.44,0.7,0.59,0.43,0.57,0.4,0.36,0.34,0.44,0.41,0.53,0.51,0.5,0.44
