,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.5,0.45,0.3,0.35
n2cms.csv,0.64,0.26,0.23,0.28
nassp.csv,0.5,0.29,0.31,0.5
nug.csv,0.39,0.2,0.61,0.18
