,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,chaosrts.csv
chaosrts.csv,0.6,0.56,0.47,0.31,0.18,0.84
lazarus-ccr.csv,0.8,0.54,0.5,0.42,0.18,0.88
lcfizvtop.csv,0.44,0.65,0.38,0.42,0.53,0.61
migen.csv,0.5,0.67,0.08,0.2,0.38,0.74
mvnforum.csv,0.0,0.35,0.51,0.36,0.1,0.44
plplot.csv,0.58,0.5,0.52,0.58,0.18,0.76
