,triplea.csv,mclient-mume.csv,jython.csv,freelords.csv,jmonkeyengine.csv,aufs.csv,toped.csv,calcubetimer.csv,st-filteredstatistics.csv,aten.csv,papertoolkit.csv,primefaces.csv,chaosrts.csv,web-cat.csv,emono.csv
aufs.csv,0.28,0.57,0.32,0.69,0.09,0.55,0.75,0.36,0.54,0.46,0.11,0.65,0.74,0.49,0.27
calcubetimer.csv,0.62,0.05,0.23,0.25,0.45,0.48,0.83,0.92,0.26,0.38,0.11,0.36,0.39,0.47,0.78
chaosrts.csv,0.45,0.67,0.21,0.61,0.44,0.48,0.7,0.57,0.69,0.84,0.0,0.53,0.87,0.51,0.59
emono.csv,0.61,0.41,0.65,0.75,0.37,0.49,0.65,0.93,0.8,0.81,0.05,0.64,0.84,0.58,0.76
freelords.csv,0.75,0.72,0.2,0.73,0.41,0.5,0.91,0.75,0.8,0.91,0.08,0.62,0.93,0.52,0.71
jmonkeyengine.csv,0.37,0.73,0.22,0.7,0.59,0.3,0.88,0.1,0.22,0.93,0.17,0.54,0.61,0.6,0.74
jython.csv,0.7,0.59,0.62,0.82,0.43,0.25,0.85,0.67,0.83,0.87,0.0,0.64,0.89,0.31,0.74
mclient-mume.csv,0.29,0.87,0.18,0.22,0.47,0.0,0.82,0.22,0.47,0.9,0.14,0.51,0.49,0.4,0.41
papertoolkit.csv,0.38,0.06,0.56,0.23,0.21,0.21,0.67,0.39,0.21,0.39,0.35,0.31,0.25,0.24,0.52
primefaces.csv,0.72,0.69,0.23,0.77,0.43,0.48,0.92,0.92,0.73,1.0,0.06,0.79,0.94,0.58,0.79
st-filteredstatistics.csv,0.68,0.67,0.23,0.85,0.37,0.44,0.89,0.89,0.84,0.98,0.08,0.73,0.93,0.54,0.79
toped.csv,0.77,0.51,0.19,0.58,0.35,0.41,0.87,0.94,0.8,0.74,0.08,0.72,0.89,0.56,0.76
triplea.csv,0.79,0.72,0.59,0.82,0.44,0.47,0.87,0.95,0.87,0.73,0.1,0.72,0.89,0.56,0.71
web-cat.csv,0.68,0.32,0.27,0.61,0.44,0.15,0.74,0.91,0.54,0.91,0.14,0.49,0.88,0.63,0.77
