,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,netatalk.csv,fmri-dmt.csv,bibletime.csv,passwordsafe.csv,xmoto.csv,genoviz.csv,miranda.csv
badtrinity-zero.csv,0.18,0.0,0.52,0.65,0.53,0.0,0.32,0.62,0.91,0.53,0.47,0.72,0.55,0.43,0.25,0.83,0.59,0.57,0.14,0.81
bibletime.csv,0.55,0.56,0.37,0.61,0.73,0.54,0.34,0.54,0.64,0.51,0.64,0.69,0.58,0.4,0.17,0.78,0.56,0.58,0.2,0.8
critterding.csv,0.53,0.63,0.38,0.61,0.77,0.48,0.36,0.55,0.87,0.54,0.61,0.7,0.54,0.27,0.18,0.87,0.56,0.53,0.21,0.75
etics.csv,0.49,0.61,0.65,0.51,0.68,0.59,0.19,0.57,0.8,0.54,0.67,0.66,0.61,0.48,0.13,0.79,0.6,0.57,0.27,0.76
fmri-dmt.csv,0.51,0.46,0.32,0.52,0.64,0.48,0.15,0.46,0.64,0.24,0.41,0.57,0.24,0.33,0.5,0.75,0.36,0.46,0.05,0.43
genecys.csv,0.56,0.64,0.28,0.56,0.73,0.38,0.28,0.52,0.81,0.5,0.55,0.75,0.42,0.29,0.16,0.71,0.37,0.43,0.13,0.72
genoviz.csv,0.06,0.36,0.13,0.29,0.26,0.38,0.17,0.18,0.38,0.43,0.43,0.33,0.58,0.25,0.12,0.31,0.19,0.33,0.71,0.36
kftpgrabber.csv,0.06,0.55,0.45,0.44,0.43,0.5,0.36,0.39,0.0,0.53,0.58,0.53,0.7,0.48,0.12,0.84,0.44,0.6,0.33,0.77
kvs.csv,0.33,0.32,0.41,0.5,0.21,0.24,0.57,0.38,0.06,0.34,0.47,0.53,0.21,0.45,0.16,0.37,0.32,0.24,0.2,0.51
mcore3d.csv,0.17,0.5,0.24,0.62,0.75,0.51,0.35,0.54,0.9,0.5,0.58,0.63,0.55,0.47,0.2,0.66,0.56,0.62,0.21,0.71
miranda.csv,0.0,0.0,0.35,0.45,0.37,0.0,0.2,0.49,0.77,0.54,0.05,0.49,0.44,0.42,0.17,0.71,0.52,0.54,0.23,0.77
modplug.csv,0.54,0.62,0.38,0.58,0.79,0.49,0.37,0.59,0.93,0.53,0.62,0.79,0.53,0.46,0.09,0.86,0.55,0.64,0.21,0.77
monetdb.csv,0.46,0.52,0.13,0.43,0.67,0.42,0.0,0.29,0.65,0.57,0.59,0.64,0.57,0.42,0.17,0.45,0.49,0.5,0.29,0.52
netatalk.csv,0.53,0.44,0.38,0.65,0.5,0.51,0.33,0.59,0.81,0.45,0.6,0.71,0.45,0.53,0.19,0.77,0.46,0.53,0.16,0.75
ogrehg.csv,0.38,0.62,0.45,0.54,0.73,0.61,0.19,0.62,0.91,0.57,0.68,0.7,0.56,0.33,0.22,0.72,0.56,0.58,0.24,0.76
passwordsafe.csv,0.46,0.54,0.33,0.59,0.72,0.49,0.16,0.62,0.92,0.56,0.7,0.77,0.57,0.42,0.12,0.85,0.64,0.6,0.27,0.7
projecteqemu.csv,0.55,0.46,0.53,0.5,0.6,0.59,0.17,0.52,0.65,0.51,0.68,0.62,0.62,0.49,0.22,0.69,0.61,0.54,0.21,0.76
reactos-mirror.csv,0.62,0.61,0.39,0.58,0.72,0.54,0.3,0.53,0.82,0.57,0.67,0.77,0.6,0.42,0.19,0.82,0.59,0.6,0.2,0.8
xbplayer.csv,0.37,0.52,0.4,0.5,0.55,0.6,0.24,0.48,0.69,0.55,0.61,0.62,0.64,0.34,0.13,0.69,0.51,0.61,0.32,0.7
xmoto.csv,0.43,0.36,0.42,0.54,0.56,0.47,0.34,0.51,0.71,0.5,0.44,0.66,0.55,0.46,0.14,0.76,0.59,0.7,0.37,0.62
