,wpdev.csv,mb-unit.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,unicase.csv,mecat.csv
gwanted.csv,0.67,0.75,0.5,0.53,0.24,0.82,0.16
java-gnome.csv,0.36,0.14,0.16,0.08,0.84,0.26,0.0
mb-unit.csv,0.99,0.79,0.61,0.3,0.74,0.86,0.1
mecat.csv,0.48,0.13,0.19,0.34,0.1,0.42,0.43
rodin-b-sharp.csv,0.5,0.43,0.79,0.18,0.85,0.4,0.05
unicase.csv,0.94,0.88,0.58,0.35,0.82,0.79,0.1
wpdev.csv,1.0,0.92,0.53,0.25,0.86,0.84,0.1
