,jmoney.csv,sqlpower-library.csv,neodatis-odb.csv,cuberok.csv,gabel.csv,mycila.csv,tmva.csv,unicase.csv,servicestack.csv,synecdoche.csv,javaprofiler.csv
cuberok.csv,270.5,95.5,196.0,378.0,693.0,281.5,98.5,99.0,468.5,274.5,98.5
gabel.csv,84.5,95.5,97.5,284.5,274.5,83.5,292.0,98.5,74.5,282.5,98.5
javaprofiler.csv,190.0,95.5,196.0,473.5,566.0,376.0,197.5,99.0,182.0,375.0,98.5
jmoney.csv,97.5,97.5,97.5,188.0,274.5,266.5,98.5,99.0,152.0,379.0,94.5
mycila.csv,97.5,99.0,97.5,567.0,563.0,188.0,89.5,99.0,464.5,473.5,98.5
neodatis-odb.csv,97.5,98.5,193.0,280.5,570.5,353.0,94.5,99.0,84.5,284.5,96.5
servicestack.csv,16.5,97.5,95.5,85.5,0.0,142.0,105.5,88.5,339.0,9.5,2.5
sqlpower-library.csv,97.5,89.5,194.0,473.5,744.0,281.5,197.5,99.0,277.5,473.5,98.5
synecdoche.csv,97.5,99.0,97.5,567.0,370.0,258.5,98.5,99.0,468.5,187.0,98.5
tmva.csv,97.5,99.0,97.5,379.0,759.5,282.5,197.5,99.0,564.0,375.0,98.5
unicase.csv,97.5,99.0,97.5,281.5,563.0,376.0,197.5,99.0,415.5,379.0,98.5
