,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.96,0.71,0.55,0.75,1.0,0.82
chaperon.csv,0.14,0.14,0.25,1.0,0.2,0.18
mule.csv,0.96,0.35,0.25,0.0,0.41,0.38
nunit.csv,0.3,0.49,0.22,0.0,0.7,0.98
springside.csv,0.81,0.98,0.7,0.75,0.54,0.68
swtfox.csv,0.39,0.51,0.98,0.5,0.21,0.5
