,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.86,0.63,1.1,0.48,0.44,0.7,0.62,0.55,1.05,0.44,0.68,0.83,0.87,0.64,0.54,0.92,0.7
botsnscouts.csv,0.69,0.49,0.81,0.53,0.91,0.76,0.37,0.58,0.78,0.57,0.76,0.58,0.91,0.49,0.81,0.89,0.7
cities3d.csv,0.67,0.49,0.81,0.35,0.53,0.74,0.74,0.47,1.28,0.73,0.87,0.67,0.75,0.52,0.67,1.29,0.49
dynalloy.csv,0.32,0.66,1.11,0.53,0.47,0.72,0.71,0.46,0.95,0.89,0.56,0.99,0.55,0.65,0.74,0.38,0.38
electric-core.csv,0.6,0.44,1.08,0.59,0.56,0.78,0.52,0.41,1.11,0.75,0.66,0.69,0.55,0.76,0.7,0.59,0.63
findbugs.csv,0.63,0.56,0.83,0.34,0.39,0.69,0.75,0.49,1.02,0.7,0.63,1.0,0.61,0.44,0.45,0.97,0.62
img-browse-sort.csv,0.59,0.46,1.05,0.52,0.65,0.82,0.63,0.46,0.96,0.53,0.73,0.45,0.33,0.56,0.55,0.52,0.81
jparsec.csv,0.75,0.93,0.83,0.87,0.91,0.74,0.59,0.8,1.0,0.83,0.83,0.33,0.65,1.0,0.91,0.87,0.71
moast.csv,0.54,0.89,1.0,0.76,0.88,0.61,0.97,1.0,0.87,0.8,0.61,0.7,0.95,0.9,0.64,0.11,0.78
mptvseries.csv,0.65,0.49,1.02,0.46,0.43,0.65,0.71,0.43,1.05,0.91,0.68,0.76,0.36,0.59,0.59,1.0,0.62
mvnforum.csv,0.68,0.89,0.79,0.93,0.7,0.58,0.83,0.7,0.78,0.9,0.68,0.86,0.82,0.84,0.61,0.25,0.88
nosleepsoftware.csv,1.0,0.86,0.36,0.94,0.91,0.95,0.96,0.92,0.6,0.88,1.02,0.98,0.93,0.94,0.97,1.05,0.96
ogre.csv,0.69,0.87,0.77,0.91,0.99,0.91,0.79,0.92,0.05,0.85,0.94,0.67,0.9,0.76,0.7,1.0,0.95
openfrag.csv,0.83,0.51,1.08,0.46,0.37,0.55,0.74,0.34,1.32,0.97,0.37,0.97,0.6,0.62,0.68,0.87,0.7
qdvdauthor.csv,0.73,0.64,0.73,1.0,0.65,0.57,0.78,1.0,1.11,0.81,0.66,0.63,0.68,0.45,0.81,0.48,0.63
sumatrapdf.csv,0.97,0.87,0.81,0.74,0.63,0.77,0.64,0.28,1.07,0.97,0.91,0.99,0.64,0.81,0.91,0.9,0.44
zxing.csv,0.67,0.52,0.89,0.42,0.63,0.53,0.56,0.61,0.98,0.63,0.7,0.55,0.59,0.52,0.57,1.14,0.33
