,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.44,0.42,0.0,0.58,0.62,0.42,0.45,0.5,0.1,0.64,0.37,0.48,0.18,0.44,0.59,0.28,0.35
botsnscouts.csv,0.61,0.65,0.23,0.55,0.24,0.45,0.71,0.63,0.42,0.53,0.31,0.62,0.36,0.67,0.49,0.13,0.45
cities3d.csv,0.52,0.61,0.52,0.77,0.63,0.61,0.34,0.59,0.0,0.62,0.18,0.67,0.35,0.58,0.65,0.0,0.66
dynalloy.csv,0.81,0.41,0.0,0.74,0.71,0.61,0.41,0.61,0.22,0.14,0.74,0.05,0.73,0.51,0.54,0.87,0.71
electric-core.csv,0.72,0.65,0.0,0.71,0.7,0.55,0.63,0.68,0.0,0.6,0.63,0.65,0.73,0.57,0.63,0.77,0.45
findbugs.csv,0.67,0.5,0.34,0.77,0.73,0.6,0.3,0.57,0.13,0.64,0.43,0.0,0.55,0.7,0.66,0.13,0.67
img-browse-sort.csv,0.5,0.67,0.0,0.62,0.42,0.26,0.42,0.66,0.21,0.76,0.33,0.69,0.72,0.58,0.54,0.79,0.24
jparsec.csv,0.53,0.27,0.49,0.42,0.38,0.52,0.76,0.54,0.0,0.51,0.5,0.79,0.67,0.0,0.38,0.22,0.47
moast.csv,0.59,0.37,0.0,0.48,0.24,0.69,0.17,0.0,0.32,0.29,0.48,0.48,0.28,0.14,0.52,0.96,0.4
mptvseries.csv,0.42,0.58,0.0,0.69,0.65,0.52,0.35,0.62,0.1,0.14,0.37,0.58,0.71,0.49,0.5,0.0,0.44
mvnforum.csv,0.39,0.27,0.34,0.1,0.45,0.53,0.48,0.56,0.42,0.14,0.54,0.46,0.34,0.25,0.49,0.79,0.23
nosleepsoftware.csv,0.0,0.21,0.71,0.1,0.13,0.07,0.05,0.16,0.45,0.15,0.0,0.02,0.1,0.12,0.05,0.0,0.09
ogre.csv,0.43,0.45,0.6,0.39,0.34,0.34,0.55,0.4,0.96,0.45,0.37,0.45,0.39,0.56,0.56,0.0,0.35
openfrag.csv,0.5,0.57,0.0,0.74,0.7,0.72,0.62,0.71,0.0,0.17,0.72,0.13,0.67,0.58,0.6,0.42,0.38
qdvdauthor.csv,0.44,0.43,0.46,0.0,0.68,0.66,0.3,0.0,0.0,0.43,0.58,0.65,0.42,0.72,0.38,0.58,0.45
sumatrapdf.csv,0.13,0.43,0.52,0.62,0.68,0.57,0.59,0.78,0.0,0.13,0.33,0.05,0.71,0.51,0.33,0.36,0.77
zxing.csv,0.64,0.54,0.22,0.74,0.46,0.73,0.52,0.44,0.19,0.63,0.4,0.61,0.6,0.67,0.7,0.16,0.77
