,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,gnome-jabber.csv,chaosrts.csv,exl.csv
avifile.csv,1.0,0.0,0.0,101.0,4.0,0.0,97.0,5.0,0.0,6.0,6.0,49.0,0.0,0.0,205.0,8.0,0.0,96.0,2.0,0.0
baadengine.csv,0.0,2.0,0.0,39.0,2.0,0.0,11.0,15.0,0.0,2.0,1.0,24.0,7.0,2.0,17.0,24.0,0.0,3.0,2.0,0.0
bibedt.csv,0.0,12.0,0.0,14.0,0.0,0.0,0.0,12.0,0.0,0.0,6.0,5.0,0.0,3.0,7.0,14.0,0.0,0.0,0.0,3.0
cascading.csv,0.0,69.0,0.0,13.0,0.0,2.0,0.0,13.0,4.0,1.0,0.0,5.0,4.0,3.0,18.0,17.0,0.0,0.0,0.0,0.0
chaosrts.csv,1.0,3.0,0.0,37.0,2.0,3.0,11.0,13.0,2.0,4.0,6.0,24.0,2.0,0.0,46.0,1.0,0.0,3.0,0.0,0.0
exl.csv,0.0,0.0,0.0,27.0,0.0,0.0,7.0,11.0,10.0,1.0,12.0,9.0,3.0,3.0,17.0,3.0,0.0,0.0,1.0,0.0
gnome-jabber.csv,1.0,3.0,0.0,55.0,0.0,0.0,11.0,8.0,0.0,8.0,3.0,17.0,2.0,2.0,34.0,4.0,0.0,2.0,2.0,3.0
gogoego.csv,0.0,69.0,0.0,101.0,0.0,3.0,11.0,0.0,0.0,0.0,29.0,2.0,0.0,0.0,3.0,4.0,0.0,3.0,0.0,0.0
httpcontentparser.csv,4.0,69.0,0.0,101.0,4.0,0.0,1.0,15.0,8.0,76.0,0.0,49.0,1.0,0.0,2.0,207.0,0.0,3.0,0.0,2.0
impala.csv,1.0,3.0,0.0,101.0,4.0,0.0,1.0,7.0,7.0,1.0,11.0,49.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0
jaxlib.csv,0.0,69.0,0.0,101.0,1.0,0.0,0.0,7.0,339.0,0.0,3.0,0.0,50.0,0.0,205.0,207.0,1.0,0.0,0.0,0.0
jgameai.csv,0.0,1.0,0.0,101.0,3.0,0.0,11.0,4.0,10.0,2.0,1.0,5.0,3.0,0.0,205.0,6.0,0.0,3.0,1.0,1.0
jhotdraw.csv,1.0,0.0,0.0,101.0,4.0,3.0,12.0,3.0,0.0,6.0,4.0,49.0,6.0,0.0,6.0,3.0,1.0,3.0,0.0,0.0
patterntesting.csv,0.0,69.0,0.0,101.0,0.0,5.0,0.0,1.0,9.0,0.0,3.0,8.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,1.0
pokeglobal.csv,1.0,5.0,0.0,101.0,0.0,2.0,10.0,3.0,7.0,6.0,4.0,24.0,5.0,0.0,62.0,4.0,1.0,3.0,3.0,0.0
snakeyaml.csv,0.0,1.0,0.0,101.0,4.0,0.0,11.0,5.0,0.0,8.0,6.0,12.0,2.0,0.0,0.0,14.0,0.0,3.0,2.0,0.0
unflobtactical.csv,5.0,2.0,0.0,101.0,1.0,1.0,0.0,14.0,4.0,1.0,6.0,16.0,1.0,0.0,9.0,0.0,0.0,3.0,0.0,4.0
werx.csv,1.0,3.0,0.0,83.0,4.0,0.0,11.0,5.0,0.0,8.0,6.0,25.0,2.0,0.0,72.0,8.0,0.0,3.0,2.0,0.0
zealos.csv,0.0,4.0,0.0,31.0,2.0,2.0,0.0,5.0,5.0,6.0,6.0,13.0,2.0,0.0,38.0,7.0,1.0,3.0,2.0,3.0
