,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,gnome-jabber.csv,chaosrts.csv,exl.csv
avifile.csv,0.99,0.2,0.88,1.02,0.89,0.73,1.0,0.95,0.97,0.96,0.83,1.0,0.8,0.75,1.0,0.88,0.96,1.0,0.97,1.01
baadengine.csv,0.05,0.83,1.03,0.55,0.74,0.59,0.99,0.71,0.96,0.79,0.65,0.98,0.84,0.79,0.58,0.88,0.74,1.0,1.0,0.55
bibedt.csv,0.7,0.86,1.2,0.26,0.57,0.72,0.44,0.65,0.59,0.77,0.5,0.57,0.0,0.44,0.64,0.81,0.72,0.84,0.64,0.44
cascading.csv,0.84,1.22,1.05,0.24,0.61,0.73,0.83,0.6,0.61,0.54,0.58,0.57,0.63,0.63,0.59,0.75,0.01,0.89,0.65,0.37
chaosrts.csv,1.01,0.97,0.96,0.53,0.58,0.83,1.0,0.77,0.75,0.61,0.95,0.96,0.95,0.92,0.86,0.78,0.71,1.0,0.01,1.0
exl.csv,0.72,0.7,1.05,0.37,0.42,0.66,0.59,0.66,0.67,0.67,0.61,0.59,0.47,0.63,0.61,0.8,0.67,0.71,0.61,0.08
gnome-jabber.csv,0.78,1.01,0.55,0.72,0.64,0.71,0.94,0.74,0.88,0.97,0.66,0.65,1.0,0.8,0.61,0.71,0.86,0.4,0.67,0.46
gogoego.csv,0.52,1.0,0.92,1.01,0.68,0.75,1.0,0.05,0.81,0.73,0.7,0.33,0.67,0.71,0.63,0.82,0.81,1.0,0.68,0.61
httpcontentparser.csv,0.91,1.0,0.97,1.0,0.92,0.69,0.93,0.99,0.98,1.0,0.25,1.0,0.82,0.85,0.89,1.0,0.99,0.7,0.93,0.83
impala.csv,0.69,0.81,0.8,1.11,0.8,0.65,0.83,0.81,0.9,0.9,0.76,1.02,0.86,0.92,0.85,0.2,0.96,0.66,0.86,1.03
jaxlib.csv,0.91,1.0,1.01,1.0,0.81,0.89,0.83,0.85,1.0,0.83,0.62,0.0,1.0,0.75,1.0,1.0,0.93,0.96,0.83,0.45
jgameai.csv,0.95,0.61,0.85,1.05,0.87,0.04,0.78,0.89,0.99,0.87,0.96,0.52,0.91,0.88,1.0,0.89,0.86,0.77,0.63,1.01
jhotdraw.csv,0.75,0.82,0.95,1.01,0.78,0.92,0.98,0.78,0.13,0.82,0.97,1.02,0.96,0.82,0.76,0.74,0.9,0.77,0.83,1.05
patterntesting.csv,0.61,1.05,0.95,1.03,0.67,0.83,0.5,0.61,0.69,0.04,0.51,0.29,0.62,0.47,0.48,0.78,0.65,0.87,0.48,0.44
pokeglobal.csv,0.62,0.87,0.48,1.16,0.0,0.82,0.6,0.65,0.75,0.76,0.91,1.01,0.83,0.67,0.83,0.75,0.76,1.0,0.81,0.8
snakeyaml.csv,0.8,0.38,0.63,1.21,0.8,0.78,0.94,0.71,0.65,0.96,0.88,0.75,0.77,0.89,0.04,0.91,0.79,1.02,0.59,1.03
unflobtactical.csv,0.67,0.6,1.12,1.03,0.62,0.64,0.44,0.59,0.69,0.56,0.52,0.5,0.65,0.06,0.58,0.77,0.73,0.76,0.59,0.57
werx.csv,0.99,1.0,0.01,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.97,1.0,1.0,1.0,1.0
zealos.csv,0.74,0.87,0.91,0.42,0.6,0.81,0.07,0.74,0.64,0.69,0.71,0.75,0.7,0.66,0.59,0.76,0.77,0.83,0.75,0.58
