,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,gnome-jabber.csv,chaosrts.csv,exl.csv
avifile.csv,0.29,1.0,1.0,0.0,0.46,0.31,0.0,0.12,0.29,0.15,0.11,0.0,0.5,0.82,0.0,0.19,0.5,0.0,0.67,0.5
baadengine.csv,0.99,0.06,0.97,0.02,0.62,0.36,0.31,0.28,0.19,0.43,0.13,0.04,0.21,0.58,0.18,0.1,0.81,0.95,0.88,0.84
bibedt.csv,0.76,0.05,0.94,0.04,0.68,0.28,0.54,0.32,0.24,0.88,0.18,0.07,1.0,0.81,0.4,0.11,0.85,1.0,0.95,0.88
cascading.csv,0.82,0.0,0.97,0.04,0.65,0.35,0.71,0.3,0.23,0.62,0.17,0.07,0.23,0.68,0.19,0.11,1.0,1.0,0.94,0.96
chaosrts.csv,0.73,0.07,0.96,0.02,0.67,0.31,0.31,0.27,0.2,0.47,0.11,0.04,0.2,0.59,0.14,0.12,0.8,0.95,1.0,0.76
exl.csv,0.77,0.08,0.97,0.03,0.76,0.32,0.39,0.29,0.21,0.52,0.13,0.06,0.38,0.62,0.21,0.09,0.85,0.97,0.91,0.98
gnome-jabber.csv,0.73,0.02,0.99,0.01,0.65,0.3,0.31,0.27,0.19,0.36,0.14,0.06,0.2,0.57,0.18,0.14,0.78,0.98,0.89,0.87
gogoego.csv,0.94,0.0,1.0,0.0,0.93,0.39,0.31,0.99,0.19,0.5,0.14,0.11,0.21,0.58,0.45,0.14,0.83,0.95,0.96,0.89
httpcontentparser.csv,0.79,0.0,1.0,0.0,0.38,0.31,0.4,0.06,0.09,0.0,0.94,0.0,0.2,0.45,0.6,0.0,0.5,0.95,1.0,0.69
impala.csv,0.78,0.09,1.0,0.0,0.52,0.34,0.62,0.28,0.14,0.43,0.19,0.0,0.14,0.4,0.67,1.0,0.83,0.96,0.82,0.42
jaxlib.csv,0.91,0.0,0.8,0.0,0.8,0.43,0.71,0.43,0.0,0.83,0.24,1.0,0.0,0.82,0.0,0.0,0.89,1.0,1.0,0.96
jgameai.csv,0.52,0.2,0.97,0.0,0.47,1.0,0.29,0.16,0.04,0.27,0.05,0.12,0.14,0.43,0.0,0.14,0.71,0.94,0.93,0.58
jhotdraw.csv,0.74,0.08,1.0,0.0,0.54,0.16,0.08,0.28,1.0,0.35,0.03,0.0,0.07,0.5,0.19,0.19,0.72,0.94,0.93,0.36
patterntesting.csv,0.86,0.0,0.95,0.0,0.61,0.28,0.57,0.3,0.23,0.97,0.17,0.12,0.4,0.8,0.31,0.1,0.85,0.91,0.94,0.88
pokeglobal.csv,0.8,0.05,1.0,0.0,1.0,0.24,0.37,0.28,0.21,0.44,0.07,0.02,0.16,0.62,0.12,0.12,0.79,0.95,0.88,0.82
snakeyaml.csv,0.98,0.16,0.99,0.0,0.55,0.29,0.27,0.25,0.21,0.22,0.08,0.04,0.17,0.51,0.96,0.07,0.74,0.94,0.91,0.61
unflobtactical.csv,0.85,0.09,0.92,0.0,0.65,0.38,0.58,0.34,0.26,0.64,0.17,0.08,0.29,1.0,0.29,0.12,0.83,0.94,0.91,0.83
werx.csv,0.75,0.07,1.0,0.01,0.58,0.29,0.31,0.25,0.18,0.37,0.11,0.04,0.2,0.57,0.12,0.12,0.78,0.95,0.88,0.75
zealos.csv,0.74,0.05,0.97,0.02,0.67,0.26,0.97,0.25,0.22,0.4,0.12,0.04,0.2,0.61,0.17,0.11,0.76,0.93,0.89,0.84
